Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D05_452028
Composite Element REF	Signal
TSHB	3.31440207513949
RELN	3.77911426256462
SCN2B	3.11718254162667
MFHAS1	6.74014709908179
NKX3-2	4.11002492027192
MEX3C	7.0866779012684
SSBP1	9.5998404445397
KPNA6	6.30012266299043
ATP5E	10.7347102403322
SUPT7L	5.05808093156445
CASP2	3.87716082300163
PDIA4	7.22493287305958
SERBP1	8.31211171309245
TESC	2.854038562751
YTHDC1	8.11960861677619
KIAA1641	3.76621638523637
CSF1R	6.74464098595626
JUN	6.44773251810727
NAGK	7.26717501729754
PCNXL2	4.30299598039953
ATAD5	4.23475049306039
MYL2	3.20011854155963
AZI1	4.98886043962719
STK38	6.10291424625499
RBP1	9.42584617620444
KIAA1026	4.72033977431028
HIST1H4C	7.96341921195631
ADAMTSL3	4.27226812283720
TOMM7	10.8718769507327
HSFX1	3.70526493454836
LOC339457	3.7461670818192
TREX1	5.90860170216526
TNFSF14	4.11331740447646
C18orf10	7.34747120076033
CRISPLD2	8.20862895207403
AOAH	4.38642326456542
CA6	4.35564306033735
TRIM15	3.47664251145053
PNN	7.00504539347433
CEP57	6.7040950858919
AR	3.75685985170142
DDX3X	5.84537748914261
PLXDC1	4.74718395864653
HNRNPL	6.78090355593506
KIF3C	4.87079147917897
EPB41L5	3.35505772878871
RUNDC3A	3.89623538294244
ARHGEF10	4.47732261806787
POLR3D	4.34869857713238
INDO	4.43892025000378
GABRA3	2.87782219459259
E2F3	6.00006397612759
SCG5	9.26255426503914
HDC	3.29129465985956
KLHL3	5.0362316439017
FGD6	3.40188286348099
ATP6V1B1	6.33202657466766
GOLGA4	7.67438647211351
NOTCH1	5.02435530368493
ATPAF2	3.83733034354940
ECD	6.98878903177929
SSX5	3.23812509349093
SNAP91	3.07991083606187
OCA2	4.00789352389336
PNPO	5.63768763816635
TMF1	4.95860351216216
DAPK1	5.72149851138676
RPS6KC1	5.36363523325909
CDH5	5.47079414619325
DAAM1	5.33955604821941
SELENBP1	8.19361619502985
NEK3	3.8332491416513
SSTR4	3.37235324027513
TNFRSF10D	3.12872029791310
FOSL1	3.67246203113715
GSTT1	6.19334292222483
INPP5A	6.32922027297112
CD40LG	3.23897115491784
CES1	3.59195051737556
DCI	7.11999307442369
TRAF3IP1	3.82582456633419
SMARCE1	7.8634272727938
B3GAT3	5.0591919449311
VRK1	6.53289961223099
STK17B	3.8102261388336
AARS	7.60197498929829
CNTN6	2.79530764454222
CYP3A4	3.87753690118906
PISD	5.17207677163094
ZAK	4.16258264001759
USP1	9.30641497949747
TRAP1	7.62190330261064
RNF44	7.51991838552125
CENPM	4.64560027748253
NPTXR	4.06762719924316
SAR1B	7.98510969535334
DPYSL3	7.34027635493813
GPC1	4.61505101735046
APP	7.95911677738233
GLS2	3.84043507286130
TOB1	8.55689295416005
MNX1	4.17258560241191
TCEAL1	7.2315203319722
ORC5L	5.35116341474745
CENPF	5.23074053362488
C6	3.48137966173654
LOC441601	3.30300922367375
PRSS1	3.34941042003889
PTGIS	5.72974944970872
C6orf124	4.10790985430435
CEACAM3	3.57243829221729
KRT23	8.79873114732633
ODZ4	7.47601636685561
UBC	11.8274799415656
ATRN	5.27528792325778
HAPLN1	3.57826061685850
RANGAP1	4.80856674324297
SNCB	2.93506826667802
S100A9	7.56722464971418
C10orf26	7.83321670800231
SRY	3.01778930964979
RNGTT	4.27741043080152
CDCA8	5.49794098543572
HIST1H2BF	5.22596140953328
CEP250	3.81628701917783
MLC1	3.47445742804943
ATPBD1B	5.34323736810238
TNIP3	3.18750159300975
KCNJ2	5.86743937950233
IFT52	6.53458299284817
UTP20	4.71855639208098
ZNF492	4.16780262746307
PDHA1	7.64859895902232
BYSL	5.56372008469047
TKT	6.78130007496259
PMPCA	6.37372158342362
RNF38	5.47048461493274
KLHL2	5.76836062619998
AHDC1	4.86240429060402
APOB48R	3.37713531744067
GLTP	4.65374383958884
MPL	3.13694387747856
DMP1	3.24974236342773
C9orf78	6.09063936157153
ADAM12	4.39976698598896
CRTAM	2.96396744461719
CSPG4	3.41960624284819
HSD17B2	2.93303189191185
UBE2G1	7.60159330733218
ADCY7	6.22520949671086
PAK1	4.63824498637283
FRAS1	3.6572663243721
PELI2	4.38310795173383
ATP13A1	6.0296983731355
OR2B6	3.36871106524371
SIDT1	3.05140445816167
C1RL	6.13981643015318
ATP9B	4.27081244173615
TPX2	6.26038234768502
DAZAP1	6.50117522294352
HMGCS2	3.13565512140662
PRKRA	8.41035481760952
TLN1	6.4567781455468
B9D1	3.95540194854948
NKX2-5	3.73681107667830
MITF	4.85579010001107
LILRB2	3.92193280196268
CSTF1	5.31346516455723
GYS1	4.84898141965209
BTN2A1	5.43285114332014
NSMCE4A	6.40614803127034
DNAI1	3.57751515173951
IGF2BP3	5.75334602013522
HOXD11	3.27390726414478
FNBP1L	6.81929570576864
DHX35	4.33829774021698
SLC33A1	6.06098414324352
HRG	3.65108903745547
ZNF131	5.74787387050318
USP47	6.64749751273559
TRIM33	6.45443410014532
FBXO42	4.67306791487735
HTN1	3.10732197152771
C13orf23	4.93923843125299
PAPOLA	7.99821182053381
C1orf27	6.77332858826704
AATK	4.23672269366156
MSH3	4.90028106729579
RNF14	5.6876710570241
NDUFAB1	10.4296358326500
SLC4A8	2.95995392531689
BAK1	5.00767542600407
COX6C	12.1760413267818
MTNR1B	3.12463944996623
SPECC1L	5.78156312651722
PGCP	6.94655392174807
SPN	4.30251314519992
GPR143	5.25369776188405
ZNF576	4.53048968639123
TMEM39A	5.25800524743187
PCSK1	3.71490483691861
ATP5D	6.19085100075284
MAGEB3	3.04297853946450
SLC13A1	2.8855492970423
RPS5	10.0277487708204
ARF6	7.34981371380727
KIAA1009	3.72505519683819
ANP32E	5.9497267215544
YEATS4	4.84163373445408
MTMR1	6.5836858247375
PCOLCE	7.45510468209073
MNS1	4.10594750159884
HMGN1	10.5207644526640
CXADR	8.0995280833633
PCYT2	4.2942522163984
TSC22D1	10.4133620607061
UTF1	2.95778913305109
BZRAP1	4.44410823766408
LAX1	3.16712347566137
PUF60	10.3011599834206
ELOVL5	9.04258986296257
SPPL2B	4.18075584061407
SHC1	6.87860458987462
B4GALNT1	3.62418680472713
ZNF673	7.07880329438952
IRX5	7.37013955208392
LIMS2	3.73884857234406
ITM2B	10.0051677552071
GINS1	6.25180772279019
BAHCC1	3.61297814030121
PAPSS2	6.49255956564281
ENTPD3	4.45936770221448
CLCC1	5.43211009809446
SMO	4.43293280704755
ACSL3	6.11911083806873
PIK3R5	3.88305658795779
GLT8D2	5.95236089846468
CDC14A	3.28804807704109
UTRN	3.65826313792304
CNN1	5.81818348527625
KRT1	3.31651190697604
HISPPD2A	4.63069672558588
SDAD1	5.52411398951272
SIGLEC9	3.52777526492021
C22orf26	3.29370709812906
RPL35	11.1709621807530
IMPDH2	8.38571642445982
FLJ22655	3.38763439191771
ENOX2	4.63584053997626
INTS6	6.27919766177079
FPRL1	3.16346925538384
CLTA	9.77700663212968
SEC14L5	3.36945211125442
SMC3	7.16193207819844
C6orf123	3.42912153990017
OGDH	5.50285170887668
GPR37L1	3.85278074701793
FLJ20160	4.85808233086296
ASB13	4.80002372241715
GSS	6.102265366433
NT5M	3.65694546205015
SIX5	3.04891103940174
KPNA3	7.50039260089381
TAF5	5.40905460408443
KCNA1	3.93846177291549
HSPA1L	4.20833573353512
RHOC	7.1622441016946
TH1L	7.70322399533208
SSTR2	3.27345400734537
PPP3CA	6.96939530486839
CHRNA5	3.55464084073032
DLX2	3.50399613762882
SLC1A7	3.68359402663705
C6orf108	4.94967979635941
ALDH3A2	6.08314329909058
DDB2	5.25172827942949
FLJ11286	6.71197599974967
SPATA1	2.87242943216977
CLEC1B	3.65051165015512
MKNK1	6.83323929579922
DYSF	5.19641392316648
FOXJ1	3.50474686911351
LEPREL2	4.18301818222542
SLC27A3	5.73368711581612
C1orf174	6.9447386873071
MTRR	5.66228731434408
PLEKHO1	4.99706316078049
HTR7	3.32079848347475
RING1	7.04172030436942
NPC2	10.1916610876817
BHMT	3.34521910744479
YTHDF1	8.23917253888146
AVPR1B	4.15133975867153
MSMB	2.76461296890790
LMAN1L	3.35740528337232
CEP170	6.1819147446207
PF4	3.46121525774642
MSH6	5.18132926637105
IL1F5	3.84471706453499
ZNF556	3.51178292993521
PLEKHC1	6.68619208757793
BCL2L10	4.2456662885337
AIRE	3.54723074885889
IPO4	5.78770452139583
FIGF	3.09316881242525
QDPR	7.94160700170301
SLCO2A1	5.10888444881631
FOXA2	3.88464640414567
MAPK12	4.03477613018316
BOP1	6.14237587310159
PRDM16	3.29239522084778
POLR1E	5.2806893663993
INSRR	3.31907614445836
PDE6C	2.68243615047019
C1orf216	5.99570824502776
SIPA1	5.49836168706531
EP400	4.72448918498614
ULK4	3.08994276221544
PTK2	8.43713333182882
BTN3A1	4.85684902392462
NDUFA8	8.9592989996774
LAMP3	6.48928253334942
FABP5	6.7867191074167
GLTSCR2	10.5418357343856
SORT1	5.38116903152983
LLGL2	5.67376141274613
YWHAQ	10.3298969104900
LRIT1	3.22637985164867
KIAA1704	4.1367294254511
ENOSF1	6.30103156314232
MEIS2	9.8088536354984
KIR2DL4	3.35179628437580
PCDH7	3.97131120655108
NFKB2	4.26301941460151
RPLP1	12.0061070585075
FZD9	3.14434737166576
HESX1	3.31493417746244
GNAT1	3.23127993176451
NKX6-1	3.65070567193179
CTA-216E10.6	4.54053839157626
IFT140	4.14595468402399
ORAI3	5.91370452914405
DENND1A	7.59767500677941
ABHD2	4.61704029830923
ALCAM	6.66322462885427
QPRT	6.7356610664853
TRAM1	8.85799854911204
TRIM29	6.83987442762246
ATP1B4	2.63837801962756
NUP37	6.67504766881961
CDS1	4.85779301177402
RHEB	6.12991781755692
C4orf27	6.34193694810701
RAB3A	4.18529664479179
SAA3P	2.83687373405419
SLC22A6	3.15592547911905
GPD1	3.44568300040646
KIAA0265	6.34977444216005
CDH15	3.3957174248942
NPM1	10.8401042455094
ERAF	3.74063773388162
ADAM19	4.06783609219406
PRPS2	6.80560012362023
GCK	3.59688833960553
DNMT3B	4.1002956366711
SNF1LK2	3.62936862754563
ADRA2A	5.62585284500593
TSPYL4	8.41527086086147
MGC24039	3.2009102758479
TASP1	5.1355669820169
WDR19	5.05058387146847
C10orf38	7.54946037249818
CCT8	6.7009501781672
PDE4C	4.5726754806479
N-PAC	4.52763699977957
POGZ	6.43408745260869
FYB	4.66747996183007
GUCA1B	3.37168479826569
ZZEF1	4.53177920062611
PPFIA3	3.70222955537679
ZNF334	4.43139252089945
C12orf44	7.32623361291103
RANBP6	5.48322349733918
LDHB	10.9506353624888
CRYBA4	3.73289528856578
BAMBI	4.87002355974554
RAB5B	6.91724823242445
FOXB1	3.96498513929077
MRPS12	4.25997078132183
TAF10	8.70984759631094
CRIPT	4.90739911600264
DEPDC5	3.95559377462447
RYR1	4.32219278630060
LTBP1	5.31305157928608
MAPRE1	8.00721312053416
TRIP12	8.52888782283919
FGF8	3.09455872638087
NDUFA2	6.87210106947346
C3orf52	3.8640570795571
SENP7	3.17652350047860
MOBKL2B	5.13341364440371
KIAA0355	5.08671741753156
CPEB1	3.44393820098474
ACOT7	4.40249309441974
FGF6	3.78474276394937
PPEF2	3.06903340209738
ABI2	6.24781135711628
PCDHGA1	3.37084767949992
KIAA0317	6.2280968982809
IKZF3	2.66253321734721
H3F3B	8.48433811026366
SLC38A4	2.91316261004669
ATF1	7.79622412648223
FGFR3	4.93676058198852
DYNC1H1	7.57306477370818
DIP	4.33727698956474
C10orf110	4.37502258938131
TMEM33	6.72489121257571
ARIH1	6.54546250065363
CYP2B7P1	3.03476958259171
POLDIP3	5.02058562861806
C1orf129	3.02051594349722
POU6F1	3.8168168751046
BBS1	7.52502273977979
RGPD5	6.23486332135313
C7orf24	9.58136909532305
GPR171	3.30370843527964
CDC6	3.10951154868319
PLD1	3.54654113667019
KDELC1	4.75859704465661
SULT1C2	3.21622424082836
CHI3L1	9.63487927742912
PIP5K3	5.65382615302284
CSDA	6.6895919652802
ITFG2	4.36482089410505
VTCN1	7.81462773950937
WDR62	3.85230909284714
NDUFC1	8.65998108951603
NBR1	6.79271851816413
HPS4	3.83100032312493
KIF2A	6.66851270324204
RARB	3.75521858810036
CEL	3.29754379554732
IMMT	8.02728779143581
CNOT6	5.943395056195
PICALM	6.33125333521915
MARK3	5.66369826899435
DHX15	9.21414003463272
ZNF702	3.29612447356275
HIST1H1A	3.11187590759364
HLF	3.08115669913901
ADAMTS2	4.0064757259359
ARPC3	9.02851516886768
BRD8	5.59942675506651
NPHS1	3.59027054213801
WDR12	7.9834338700979
HOXD13	3.02258725678421
KIAA0494	6.18336778418572
GABRQ	3.17785685774088
TCF4	6.58057969424926
APOBEC3B	6.26544021322147
NR2C2	4.12216794378638
NKTR	6.37079008978512
MYH2	2.88505778588888
TLE2	5.23785443568798
FXN	5.70447602928093
AURKA	5.46403278327154
KIAA0892	4.64870537151446
GPRC5C	4.59026585853516
TBC1D9B	6.57062160032707
PAEP	7.49991715645362
PNPLA6	4.35727304695887
SPG11	7.42533872695449
KCNJ13	2.88750111859743
NOC3L	7.0453314017016
AP3B1	4.55625344417352
C11orf68	6.52387968518596
NAG	5.60838715242704
AKR7A3	3.51335280107641
AHCYL1	6.88091318477282
FLJ11184	4.18374909907739
MLN	3.15143731438233
RPP14	5.71131576049926
TIAM1	4.51336304266749
ANXA2P2	7.25731230323704
PBX1	4.33267950117152
PXMP2	5.77669325853392
KRT17	4.90355357788744
LACTB2	7.1117347346394
ZNF711	2.90514926415998
GGA1	6.0149586249777
VAMP4	5.22233709099977
C20orf19	5.31248055928045
BCAP29	4.84386509352432
DDX24	8.200030810419
PHACTR1	4.58670271776348
SLC35E2	3.20079820225226
LOXL1	7.67943413829751
IQSEC2	4.3321060890513
RGSL1	3.33626001165692
SETD8	3.95801561199507
HEXIM1	5.27704499759112
PRRX1	3.78907359557432
SULT1A2	5.07293710461233
ASTE1	5.25492984671055
KLHL9	6.25537527220233
GAA	5.39693671339871
MYOD1	3.69116183354089
ZNF747	4.81974027604288
ARHGEF16	4.12813296768005
SCN1A	2.91646684025435
GDF9	3.54244919323701
IL1RL2	3.14430240027054
HNRPH1	7.78509531430537
MED18	4.11896387818513
TRAF2	4.21200723087248
ECE1	4.58983867286962
TEX13B	3.42590429803322
SNN	4.98975914834044
HCK	5.09233728593098
C6orf62	7.94811489774055
GABBR1	3.72338743210056
YIPF6	8.25332526185918
BMP6	3.76801244549104
PROX1	3.25516201542846
LANCL2	5.47467737251766
SCN3A	2.96844496864162
IL8RA	3.89476855519735
LSM3	9.18180816008164
CDSN	3.45004176928391
EFHA1	7.8412139081878
SSRP1	7.79077990728946
ASXL2	6.76828853303276
RPE65	2.65469513131041
SNAI1	3.28748679992624
SPCS3	5.12107356550746
EFNA2	2.84496296393650
CLDN9	3.5563685277747
DEF8	5.15752288065599
CHAF1A	4.35720846822421
C1orf165	3.52641434553603
ZFPM2	6.50900634053078
C9orf7	5.57965844859071
GC	2.90362786065726
FTH1	11.4344093457132
IER3	8.10953530073167
YWHAH	7.13065021081989
ADRB1	3.27839344783966
FOXL1	3.52013426612341
MGC31957	3.57400941602174
MUC5B	3.69415816843094
ZNF193	4.2655090330982
CSRP1	8.79586972872024
MOSPD1	7.09093053475324
UMPS	5.19173607830409
RAD1	5.96725344042931
RCP9	5.24995772438769
COG4	5.28177710707339
NFRKB	4.3110441179125
FANCA	3.19628784019965
CDC2L5	4.55731972108308
GDF2	3.64571042906276
PCBP3	3.69890100254639
TIMM17A	7.1195378552761
BFSP2	3.39340944318077
OR2H1	3.26189305023193
HNRNPA0	7.28433796819992
IKBKG	5.79927658132122
TM4SF20	2.96861028566105
PCBP1	8.82246191272361
LRRC2	2.95167068273577
NSD1	5.21635481088384
AMMECR1	5.15401813055764
MAGEC1	5.83696991998517
SEC13	9.59365326954904
WDR91	5.2602042943034
HAGH	6.45871599335194
EGF	3.10415129060471
NHLH2	3.07408836731703
NCAPD3	5.72819549674666
BRCC3	6.76622902499073
CNDP2	8.2377336732611
FYN	7.31976141351381
YPEL5	8.74160153163806
KCND3	3.49432056419067
LRRC42	6.67853727959267
GTF3C5	4.46842790965004
AKR1C4	3.04458239159465
RBM26	7.03537838150757
DUSP14	5.9589071932856
AP4M1	5.15114617622176
RIMBP2	3.87238405774098
ABCC2	3.67366890811948
COL5A2	9.75274211218862
DNAJC16	4.76121398656728
TTC12	4.49476770976455
SNX13	4.98184526890183
ELA2B	3.56601477295388
CSPP1	4.83641457209763
NAIP	4.22435090740702
MYOZ2	2.96648652939263
XRCC4	3.64038870827855
CYB561	6.39231689864106
CHST10	4.90293885151831
BAI1	3.76990380781059
THY1	7.94617452664235
KIT	3.65328321308618
TBC1D8	5.24242415770928
PDE6H	3.10012139633731
EPHA7	2.94853994474524
SOLH	4.65300116666752
FLJ20309	4.45378204184194
MAP7	4.92690890194378
SPAG9	5.14410958313992
ZNF294	7.147948309931
CENTB2	4.89602893757269
FLJ21963	4.63871938605247
ANTXR1	4.192743104723
CREB3	8.0571880992891
ETV7	4.01433143997817
DGAT1	8.4259172279014
TAC3	3.85468084980739
CORO1C	6.40049056061476
RAD54B	4.03112064141552
HRASLS3	7.14057143183545
MED25	4.74629155217106
BARD1	4.95490199894811
ZNF177	3.81433103954971
MIP	3.39851277337349
ZNF442	3.62372635288556
F2	3.37760745208497
FDX1	6.45167144085475
GRIA1	2.90352204332746
IL13RA1	7.87501501263595
EIF2B2	8.07518288174298
NHP2L1	7.49628011680136
WNT5A	4.5068825944511
ZNF593	5.53779153378958
TRA@	3.29557389701610
WIPI2	7.4808970463858
TAS2R7	3.21672721110879
RANBP1	5.16096391479966
CSNK2B	9.90774466084375
DKFZP434O047	3.30199820321298
SLC7A4	3.36500225142078
WBP11	7.04770688897201
TEX2	6.20307880853455
C17orf80	3.59013985248797
TMEM176A	7.58334805650778
GALNT2	5.87932859641822
CTNNB1	8.68802551092097
BHLHB2	6.45264469140235
TMEM185B	6.7399504277179
DND1	3.70723936793735
ARD1B	3.25212010943651
STK3	6.41285084640763
REPS2	4.96459161357701
LOC541469	3.89499229057264
H2AFY2	5.93990790401759
CCNK	3.52825902896136
FSHR	2.75861503729003
GAS8	4.44508571775857
UPK2	3.10506110879457
C1orf66	5.31071941454571
LCE2B	3.01032492029548
CD200	5.89172271217422
IMPACT	5.23669204243097
KRT83	2.99477293259917
COL19A1	3.17708750613827
BMP15	3.97481069592079
POL3S	3.67080026336739
ITGA6	6.02003059755444
GAD2	3.23526472561082
C1GALT1	6.42700458632101
BAG3	7.5936615890793
ZNF468	4.43784247359139
RIC8A	7.94960010016856
CA5A	2.96976003748851
CCND1	6.60883076008213
DKK4	3.65774519479302
SGK2	4.1297964755866
PIK3C2G	2.91273559695748
USP11	8.634142451706
IMPA2	5.09485700059664
PRKDC	6.74189279760425
DSCR2	8.08404779978942
CCL4	6.16171116165224
MSR1	3.50623674781303
NOL11	8.04158880608094
ZCCHC10	5.54757425472652
PDCD6IP	9.17351778967257
TRPM2	4.90271192969507
PSMD2	8.85135750515062
USP18	5.25966238861645
ATXN2	5.9788458953079
SLC17A4	3.41900243737074
RS1	3.04243606641338
RRAS	6.31170979470693
LAMC3	5.07818420475611
NET1	6.6786821209732
NPY1R	2.82851694062541
TOX	3.22618623066133
MVD	3.55593013176866
C11orf61	4.23215007554019
IK	6.61124683225535
GCNT2	3.43671789530629
GABRG3	3.10971573976649
BCS1L	4.88446549688812
BCAS2	8.3843300335443
ACE2	2.94757023744520
KCTD17	3.82196506351505
TPPP3	4.32022019093994
CALB2	5.4188453679501
ICT1	6.60504132362087
CD79B	3.70761411126839
CEBPZ	7.83457433985788
FMOD	6.65200278905112
IRS2	5.98007131151237
C21orf66	5.36357307743423
LUZP2	3.70693575236041
CLN6	4.15927099002811
ANAPC1	6.68222834356526
PTPN14	3.86648404499371
APTX	5.03340888576258
SNRPG	9.969417439117
BMS1	5.94556117889178
NFATC3	4.08796777487428
ADCK2	5.74705925785725
ZKSCAN1	6.40136378837186
FASTKD2	5.05009441825984
ARS2	5.83541610320786
LRIG1	6.29954189034695
KCNMB3	4.15498339603158
ERC2	3.07832674432678
POFUT2	4.97976586168269
PRKACB	5.22631369705841
PRDM13	3.67735533345307
KLK12	3.40811681179869
ZNF354A	5.66747801276676
PCDH11X	3.23045133552843
TMC6	5.16949597470732
CAND2	6.49370717683351
RIMS1	3.86595372212562
SF3B2	8.18252938513921
RCN1	7.7936172988133
CPB1	3.38367212827029
BCAR3	5.74450272047409
BCL6	5.44070774531521
MDH2	8.8149546842169
DRP2	3.98870930039418
TPD52L1	8.63032701237455
TXNL4A	6.78381386243877
OR3A1	3.09093327986688
RAB25	7.71712811826333
C22orf9	5.02876790323927
PCTK3	5.2252705527647
POR	5.1935047565094
ARPP-19	6.4273991700985
SREBF2	4.43514832075597
ZWINT	7.09953787492717
PAK1IP1	5.53604013788498
OR10H1	3.78605790088542
ENPP2	6.07636122632832
UXT	10.0085200939042
ZXDC	5.23903498297957
TGFB1	4.39310040288339
SLC6A16	3.44635930219481
SLC31A2	6.1530475786566
LRRC8E	3.70706323233103
ZNF780B	3.01008737884118
APEX1	9.739117314745
PPIAL4	2.80196298099227
ZIC3	3.54850844991879
CEP68	5.4817608839456
PAX2	4.7411432240777
MRPL11	7.13682218651301
LPAL2	3.1888425006173
VPS53	3.09851775050953
MPDU1	4.83830488449398
PSEN2	4.55067645698212
GAST	3.4110737494395
DHRS7B	5.43291866592178
C10orf28	3.72462407393210
UBE2L3	6.35012676912292
ADRA1D	3.31859700705757
FZD10	6.105854971345
ATP6V1E1	8.39981756459983
SAR1A	6.67735156945861
ASB1	3.70837509463694
MCTP2	4.21733755602405
TMEM5	8.22410312543996
LCMT2	7.34208104485794
KRT31	3.47875530350621
ZNF223	3.63174658104468
BIRC2	8.95959714001722
IGL@	4.29706179146022
NLGN3	3.71912922823336
MEP1A	3.04011410184117
LOH3CR2A	3.55447514836885
TMEM53	4.14862041129696
SLC9A3R2	3.57587457898818
TIMP1	11.5416188235962
PTPN9	5.30715007404542
ABCA12	3.13640886112707
TPST2	5.71533342669529
AQP6	3.52689725305735
KCNIP1	3.62496330290591
YES1	6.54989427742555
ABT1	5.46528651931909
RIPK5	4.20283377103328
SMG1	4.83128955534405
IL13	3.38176551411789
MDFI	3.84789931265429
PIP5K1C	5.97229612363808
POU2F2	3.81973462475969
TSPAN14	6.33613154473526
OR10C1	3.12834586908301
GPT	5.02139922033951
PDK4	3.46804849384075
CLIC1	10.3496911719352
LILRA5	2.95402303023424
TREML2	3.67169211841037
ELL3	5.11197791913505
NNMT	9.43776261096533
NUFIP1	4.77235333980464
ZNF74	3.31067601355485
RHBDL1	3.49522179359673
HYAL2	5.76937711976153
IGFBP5	4.68913368507142
FAM29A	3.89615914760477
NRTN	3.31917719110694
KIAA0556	5.13716517856914
JMJD2A	5.80648246057338
ERGIC3	9.70509625882153
POLD4	6.50095976771986
EPHB1	3.72203942358444
LRRC36	3.96956323560225
TARBP1	5.77013133083286
ANAPC10	5.65736893726663
C1orf9	7.36539894114908
COLEC12	7.00033704662172
TNFRSF25	3.59004845408964
MEGF6	4.26433549832000
LPHN3	4.08669523025476
BMP10	3.27779662502139
C21orf55	3.72669817218566
SLC2A1	8.88083987125853
CER1	3.66041542657479
LSAMP	3.5523260990635
RPH3A	3.38466466989709
CREM	4.70355384454981
SGK	8.03833747396967
ATP2A3	3.51626967811529
PTGER4	4.37083238453427
CCR7	3.49951406113562
METAP1	7.19677214879703
KCNQ1	3.94526057007229
RECQL5	3.66125086655249
SSFA2	6.5269831924583
NR2F2	7.61931672620746
MTERFD1	8.71228894861283
BCL2A1	4.17269500658404
ZBTB24	5.55004252479915
NLRX1	5.20097581017821
FHOD3	3.96775924130216
PRDM1	3.58412171922887
PSG7	3.50433287543505
ARHGEF5	6.09000981968682
CCDC47	7.34150796476988
FGD2	3.39837498740376
SLC26A6	4.00141919050213
BIN1	5.50085500572587
SRRM1	7.21899535470531
P2RY14	3.61199476649033
PCSK1N	4.62047759026807
PPP1CA	8.88907731808263
ZNF33B	4.76203362890267
MOCS1	5.44287479603968
NAP1L1	7.42188107099055
ECT2	6.13076394119047
CACNA2D2	4.34967538109114
PTDSS1	10.0657518802155
DOCK6	3.84555589935537
SLC38A6	4.67968110889117
C10orf119	5.30825250019744
CCR4	3.26329814578397
COX6A1	9.89501226690973
B3GALT2	3.45245567421558
CD14	8.80179981494608
ABCC9	3.05295620391227
SNAP29	6.71823675055001
TRIP6	6.58379988829522
HMGCR	5.06732110741874
CDH3	6.25365001454396
KLHDC8A	5.36082672756788
IFT74	4.01773715707578
C9orf116	5.21346900508413
EI24	8.4058696172511
CENTD1	7.09701555601303
RWDD2B	6.50860831576063
INSL6	3.15792650227144
HERC1	5.75981322778391
NPAS2	4.60301752705701
NR3C2	3.50877730537514
DOCK1	4.95016963088214
FAM63A	4.5249412255012
FAM111A	7.33457772881636
INPP5F	5.9374957720486
MYBL1	3.52450465130606
HOXB1	3.66580994887161
CRADD	4.4378206356018
EMCN	3.79995102110356
DUSP12	5.93856999365919
CGREF1	3.48878135227724
BLNK	4.60879095037204
VASH2	3.64503267665522
PDZK1IP1	7.18135884167728
SKP1A	9.98770161866905
IL19	3.6489542583338
DOC2A	3.65898927488489
COPB2	9.97269920904786
CTR9	6.5473101896544
VIL1	2.95625995704054
CDC27	5.2727954927698
PTTG1IP	11.3383059022227
LECT1	3.45378279525608
COPS6	7.70632832945131
COL9A1	3.18973258056875
MCCC1	6.74061251647944
GPC4	7.07048900886796
VAC14	4.20515234018459
PSMD9	5.47532772675784
PPY	2.75641135514038
SRCAP	4.71988155297372
PPP1R13L	4.86399736178371
BPGM	4.64973431541992
TTC19	7.66658582331906
GFPT1	6.98345631190748
C1orf114	3.06665650870246
HMOX1	5.4727497066986
SLC27A6	4.21200960652943
MC4R	3.23010020366487
CALML5	7.39983581417873
MRPS10	7.2813363638281
PRR13	8.78469823985566
INS	3.03910128200058
CECR1	7.05322259458414
SERPINB8	3.70997250621061
FLT1	3.52889998111193
FEM1C	4.39546065626983
PPP2R4	6.37019211152225
PDIA2	3.03307695720309
TMED3	8.32571993405498
NUCKS1	4.43393570900644
EXT1	8.9845500573868
RCOR1	5.51957986767447
EBI3	3.46686186480606
SMAD2	6.66162774397809
ODZ3	4.13429658193725
POLS	6.44034099363238
NXN	8.67066013866439
PPIH	7.8885847781381
FOXJ3	5.42064093393455
EIF5B	6.20050937435536
EIF2B4	6.72323513430448
C20orf121	4.39182740194473
CENPE	4.5223576347941
KIAA0415	4.74026611857053
CRABP2	8.64026711534831
TSPAN12	5.09501223340162
CXorf15	3.07432834314189
LOC57228	5.91767973874965
ACTR3B	4.79883890616030
ASL	5.97368843378445
GATA3	3.84829026002129
TFAM	5.92582333378324
PCDHA5	3.2872263743386
PARP12	6.71244209139791
PIGH	4.88877594409874
ENDOGL1	3.03463006146492
GTF2H1	5.9302901359219
MPZ	3.29241558328902
BIRC4	3.96108559309754
SSBP3	4.90182229480144
BPESC1	2.87364264530751
FOXC2	3.31232142542027
HS3ST3B1	3.17017829054199
GDNF	3.34457995930579
CTNS	4.77683760755055
KIAA0859	6.34080158111672
TRPC5	2.92950042701726
PMS2L3	4.91524489610594
TEP1	3.72986061935339
KIDINS220	6.70321617858574
CRH	3.16335008861961
CES3	4.39917385858093
ACP5	6.23180550805663
AMFR	4.47565155717188
CA4	3.17031263647459
PLCB4	5.25205483589409
MPHOSPH10	8.02304703221242
PGF	5.07268348761713
G3BP2	6.00640107539202
SR140	6.53001631750305
ISLR	6.07107932105294
HOXA2	3.37466727091121
