Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_C08_452026
Composite Element REF	Signal
HRG	3.54012815685626
ZNF131	5.56621747686809
USP47	6.7063409779205
TRIM33	6.08152959822884
FBXO42	4.61833811303934
HTN1	3.33200608055949
C13orf23	3.9752912858215
PAPOLA	6.84299286838072
C1orf27	5.38251373909659
AATK	3.80080888043694
MSH3	5.32601411441157
RNF14	5.09675841744997
NDUFAB1	9.47964965535928
SLC4A8	3.24918088529495
BAK1	4.08597533522582
COX6C	10.3423628196045
MTNR1B	3.33636708138980
SPECC1L	5.62302300415645
PGCP	5.37248702436801
SPN	4.53924792865562
GPR143	5.43354087171146
ZNF576	4.96443094739238
TMEM39A	5.45305607006703
PCSK1	3.01495436975502
ATP5D	6.68644837709357
MAGEB3	2.97852814120432
SLC13A1	3.03297021964247
RPS5	10.9794793619499
ARF6	6.20167809742026
KIAA1009	4.18481573048049
ANP32E	5.50922422255128
YEATS4	5.39703140654252
MTMR1	5.81793395401286
PCOLCE	6.91024214987148
MNS1	3.81466831831338
HMGN1	9.41069433987199
CXADR	8.56760067878003
PCYT2	4.51994093456165
TSC22D1	10.3123865214620
UTF1	3.27799592435576
BZRAP1	5.26035650258978
LAX1	3.23276242056927
PUF60	7.98111212802797
ELOVL5	8.43632928400689
SPPL2B	4.30977969229794
SHC1	6.14607498544414
B4GALNT1	3.41085967277516
ZNF673	4.67550043043424
IRX5	3.28532022931599
LIMS2	4.56639843429419
ITM2B	10.0445665503248
GINS1	5.40890758797606
BAHCC1	4.05829319330191
PAPSS2	5.52245964968326
ENTPD3	5.40781246191678
CLCC1	4.12711885521094
SMO	4.28162784955992
ACSL3	5.75016035834928
PIK3R5	4.14648088984771
GLT8D2	5.33900548655103
CDC14A	3.51720332950667
UTRN	3.82403245678356
CNN1	5.8882299671766
KRT1	3.45764013613591
HISPPD2A	4.27568150527208
SDAD1	5.29680294871381
SIGLEC9	3.56175104890428
C22orf26	3.49280744483682
RPL35	11.2388121553898
IMPDH2	10.5382538320106
FLJ22655	3.86557159146479
ENOX2	4.10361949792147
INTS6	5.4430605183776
FPRL1	3.08917776331214
CLTA	9.4681840109419
SEC14L5	3.40494300078557
SMC3	7.10568092167921
C6orf123	5.249282172949
OGDH	4.70105480863152
GPR37L1	3.91870249134435
FLJ20160	3.47360567788615
ASB13	5.93069285821657
GSS	6.28073325419898
NT5M	4.25041509706251
SIX5	3.18724060289674
KPNA3	6.4544436390498
TAF5	4.79757712898634
KCNA1	4.18600055704014
HSPA1L	4.38159602090883
RHOC	6.74896107949576
TH1L	7.14704076347063
SSTR2	3.26725804453345
PPP3CA	6.67424109102593
CHRNA5	3.54988393948108
DLX2	3.22896514807337
SLC1A7	3.93174808351941
C6orf108	5.34335205478643
ALDH3A2	7.56471597911697
DDB2	6.00229070918067
FLJ11286	6.4427349824576
SPATA1	3.13398535052205
CLEC1B	4.05240470014339
MKNK1	5.71758575063676
DYSF	4.81538261170037
FOXJ1	5.45901842587609
LEPREL2	4.62074269087142
SLC27A3	4.85624532259523
C1orf174	6.11653640039728
MTRR	5.24232951156425
PLEKHO1	4.81682107333320
HTR7	3.1580549036538
RING1	7.01352611879946
NPC2	9.94407181056463
BHMT	3.44264311566015
YTHDF1	7.36124531958162
AVPR1B	4.21037125640632
MSMB	3.0056164974389
LMAN1L	3.53776949896911
CEP170	5.83070436075886
PF4	3.74363433206609
MSH6	4.94650332365024
IL1F5	3.57091581938511
ZNF556	4.10641709303302
PLEKHC1	6.62824282668758
BCL2L10	4.10191766077033
AIRE	3.74914353155496
IPO4	5.7188278958681
FIGF	3.12508912001256
QDPR	6.9469333063212
SLCO2A1	4.74004835487392
FOXA2	4.27129046945079
MAPK12	4.41157667227238
BOP1	5.12479151122168
PRDM16	3.25680054517342
POLR1E	6.30979009847848
INSRR	3.07876632911768
PDE6C	2.71132416372403
C1orf216	5.41562779493957
SIPA1	4.30738024416384
EP400	4.97207336603621
ULK4	3.51482407369886
PTK2	5.79997611137307
BTN3A1	4.93221547299271
NDUFA8	8.0284377717028
LAMP3	3.87566030943721
FABP5	6.5669242202694
GLTSCR2	11.6166726764890
SORT1	4.08124692549975
LLGL2	6.68063198034767
YWHAQ	9.64923139466872
LRIT1	3.9887756857458
KIAA1704	3.7306397071735
ENOSF1	5.90963136608222
MEIS2	4.63294628912668
KIR2DL4	3.37593177428891
PCDH7	3.65755800503828
NFKB2	4.21884935923317
RPLP1	12.1656861727242
FZD9	3.19011673959463
HESX1	3.53846201326731
GNAT1	3.34459675410795
NKX6-1	3.29814411606291
CTA-216E10.6	4.48352169731406
IFT140	4.3153422477139
ORAI3	5.86235320758839
DENND1A	4.10068479368731
ABHD2	4.98630931759583
ALCAM	7.61307450681523
QPRT	4.78840500363811
TRAM1	7.90665658850215
TRIM29	5.30117268523989
ATP1B4	2.77951898828995
NUP37	6.86392412854488
CDS1	4.4322086287112
RHEB	5.72547786981067
C4orf27	6.9150030281159
RAB3A	4.68028890598148
SAA3P	2.90665126763270
SLC22A6	3.38673965773773
GPD1	3.67740587757030
KIAA0265	5.41949951820066
CDH15	3.70594776948027
NPM1	10.8306471143785
ERAF	3.45428008831325
ADAM19	3.78154001512262
PRPS2	7.00549811432203
GCK	3.78712838308906
DNMT3B	3.6435815417369
SNF1LK2	4.21132629544537
ADRA2A	4.43996780984713
TSPYL4	7.35484795183008
MGC24039	3.45665446070314
TASP1	6.00465750331676
WDR19	6.62490375010957
C10orf38	7.72673932652958
CCT8	6.56019788780777
PDE4C	4.66635903239293
N-PAC	4.29394054506412
POGZ	7.19992390895161
FYB	4.21062081338196
GUCA1B	3.13107602530489
ZZEF1	4.28464494370024
PPFIA3	3.41077713806043
ZNF334	4.64998006554027
C12orf44	6.13465255086179
RANBP6	5.9801537012621
LDHB	10.8574845559324
CRYBA4	3.83968714509100
BAMBI	5.14343911350294
RAB5B	6.13681905807522
FOXB1	4.06616574380845
MRPS12	4.35771240098363
TAF10	8.66091250638475
CRIPT	4.26041163823325
DEPDC5	4.02234512172364
RYR1	3.88856387653336
LTBP1	5.86771348169588
MAPRE1	7.04917385628467
TRIP12	7.6344571248761
FGF8	3.29649266819753
NDUFA2	6.4444234794197
C3orf52	3.55012545210553
SENP7	3.49113820520085
MOBKL2B	5.39955057293901
KIAA0355	5.57577984920747
CPEB1	3.49812584137712
ACOT7	4.24235858938171
FGF6	3.99345058946234
PPEF2	3.14318155289926
ABI2	5.34714986213479
PCDHGA1	3.84290686334368
KIAA0317	5.15655869616473
IKZF3	2.61962491124613
H3F3B	8.92990066160564
SLC38A4	2.78411310951933
ATF1	7.25140612787849
FGFR3	3.71088996805682
DYNC1H1	7.39195126620191
DIP	4.42703004246945
C10orf110	4.41130732193405
TMEM33	5.26998385580573
ARIH1	5.53791828670432
CYP2B7P1	3.58215898372083
POLDIP3	5.60542503363554
C1orf129	3.11537550594081
POU6F1	3.80039112409917
BBS1	7.46035402625389
RGPD5	6.32877571473469
C7orf24	8.31061389101491
GPR171	3.26022554699096
CDC6	2.89904237973084
PLD1	3.4681951998584
KDELC1	4.84278738741516
SULT1C2	3.65819775131916
CHI3L1	7.14416732204587
PIP5K3	5.46396084110815
CSDA	7.22849886821466
ITFG2	4.44098230449793
VTCN1	2.84793246894940
WDR62	3.98691634766833
NDUFC1	8.41458601717916
NBR1	7.35968294783587
HPS4	4.20487244038141
KIF2A	5.45352548144736
RARB	4.00249640284937
CEL	3.74353397728511
IMMT	7.44481383374275
CNOT6	4.79276924827962
PICALM	5.38461026383719
MARK3	5.38746045928015
DHX15	8.56960254353698
ZNF702	3.49854624564714
HIST1H1A	3.45074459587784
HLF	3.81401129023959
ADAMTS2	4.08495611175451
ARPC3	8.70458620861358
BRD8	5.5786818013891
NPHS1	3.66376557798997
WDR12	7.28266483479655
HOXD13	3.12488346580160
KIAA0494	5.79662596249168
GABRQ	3.35889247722182
TCF4	7.12162093745588
APOBEC3B	3.20532762290878
NR2C2	3.9347615046552
NKTR	6.08769510029861
MYH2	3.18023258039096
TLE2	5.41238959066056
FXN	5.11914868414918
AURKA	4.12437267308782
KIAA0892	5.07164959028479
GPRC5C	5.91489475807616
TBC1D9B	5.93939582922327
PAEP	3.95077470565157
PNPLA6	4.64865106921309
SPG11	7.51948244810507
KCNJ13	3.15287681025907
NOC3L	6.90081642409979
AP3B1	5.05909256984079
C11orf68	5.86358371055142
NAG	6.18105835868923
AKR7A3	4.15743868865308
AHCYL1	6.76528721174398
FLJ11184	5.11360610335102
MLN	3.365682739025
RPP14	5.65996236796617
TIAM1	4.22431513402964
ANXA2P2	7.23599710647766
PBX1	5.00257932447284
PXMP2	5.87475739457476
KRT17	6.27401536463355
LACTB2	5.78547571651776
ZNF711	3.01711950685661
GGA1	6.56394765865782
VAMP4	4.3399341148116
C20orf19	6.18073065319965
BCAP29	4.02321780247774
DDX24	7.33493364983954
PHACTR1	4.25565706861281
SLC35E2	3.47423670723715
LOXL1	7.84873992865622
IQSEC2	4.491756354756
RGSL1	3.69238425202035
SETD8	4.01446629754781
HEXIM1	5.67432752394982
PRRX1	3.96783178557101
SULT1A2	4.92019536537638
ASTE1	5.20611665353455
KLHL9	6.55109321132193
GAA	5.18266622258931
MYOD1	3.76991470068796
ZNF747	4.81226721883894
ARHGEF16	3.92183939383965
SCN1A	3.3047697752097
GDF9	3.19470997107245
IL1RL2	4.11839315816914
HNRPH1	8.08289650386966
MED18	4.20790934401322
TRAF2	4.13202254495395
ECE1	4.61279787153474
TEX13B	3.4513943806282
SNN	4.12552761440979
HCK	4.47047642274633
C6orf62	6.70650202539959
GABBR1	5.46715002925119
YIPF6	7.70096287387577
BMP6	4.45706106451716
PROX1	3.33795952051552
LANCL2	4.95504288233605
SCN3A	2.92057474815028
IL8RA	4.15733182249649
LSM3	8.22799396539688
CDSN	3.57792134548947
EFHA1	7.72292392596047
SSRP1	7.34956106102229
ASXL2	6.54189255584101
RPE65	2.78085921348914
SNAI1	3.4605096408024
SPCS3	4.30556624216552
EFNA2	3.16953007522692
CLDN9	3.73692521207463
DEF8	4.31585673276383
CHAF1A	4.2556546196991
C1orf165	4.9219888983952
ZFPM2	6.47227026983637
C9orf7	5.22247801701941
GC	3.09679267307532
FTH1	10.9086855277804
IER3	8.1775690262377
YWHAH	6.48461248064836
ADRB1	3.42685247967201
FOXL1	3.59229905408809
MGC31957	3.78588384878819
MUC5B	4.36022822197126
ZNF193	5.33943643787025
CSRP1	9.22734477573572
MOSPD1	6.08017636341605
UMPS	4.99917596781363
RAD1	5.74137080149556
RCP9	4.93318582534147
COG4	5.66576257439334
NFRKB	4.37170500224488
FANCA	3.37782029905705
CDC2L5	4.38640037105774
GDF2	3.84503266611138
PCBP3	3.86952155246113
TIMM17A	5.90210236627341
BFSP2	3.46176319417007
OR2H1	3.51046840760065
HNRNPA0	7.37205653277424
IKBKG	4.82636179448426
TM4SF20	3.27771874185696
PCBP1	8.27829801248564
LRRC2	3.33467496806631
NSD1	4.41559117715571
AMMECR1	5.3670895572471
MAGEC1	3.23817889817808
SEC13	8.51636743510314
WDR91	5.42634000914768
HAGH	5.44460394770194
EGF	3.11316206184926
NHLH2	3.20113245209755
NCAPD3	4.45412003414798
BRCC3	4.94357507219549
CNDP2	8.95614268372507
FYN	6.58840103379736
YPEL5	8.07498925463066
KCND3	3.47529914999594
LRRC42	5.12053990721394
GTF3C5	3.90546146889419
AKR1C4	3.09878999341178
RBM26	7.2823831744092
DUSP14	5.9796660947164
AP4M1	4.53744960076537
RIMBP2	5.11069739809633
ABCC2	3.88384537738876
COL5A2	8.55337852302
DNAJC16	4.93617962019207
TTC12	5.14838410194573
SNX13	4.20817376800117
ELA2B	3.29447351546639
CSPP1	4.978363782248
NAIP	5.26884264846375
MYOZ2	3.22131481793609
XRCC4	4.00499929091419
CYB561	6.09731509117844
CHST10	5.88161988540261
BAI1	3.82262966282175
THY1	8.31379395498788
KIT	3.58279411990075
TBC1D8	5.05900804610464
PDE6H	3.0199228903473
EPHA7	2.88655963227008
SOLH	4.54424271900257
FLJ20309	4.1790869068071
MAP7	5.03633797274288
SPAG9	4.74424042102898
ZNF294	6.39782945543237
CENTB2	4.38575078086858
FLJ21963	5.76947004307583
ANTXR1	3.81882974421478
CREB3	6.33800687060485
ETV7	4.36835658684427
DGAT1	4.70291731472275
TAC3	3.66785121036983
CORO1C	5.88829946831407
RAD54B	3.99642857690732
HRASLS3	6.82019795648027
MED25	5.11116003247555
BARD1	5.06592506346902
ZNF177	4.56204894623523
MIP	3.36710902561731
ZNF442	3.72616648970179
F2	3.53090374191739
FDX1	5.63528569438961
GRIA1	3.15343451702031
IL13RA1	6.17271743570331
EIF2B2	6.78079244700977
NHP2L1	7.95896178186067
WNT5A	6.37764134027187
ZNF593	6.21193105929795
TRA@	3.26398650285632
WIPI2	5.99798037061154
TAS2R7	3.24488887618803
RANBP1	5.20287740270707
CSNK2B	8.9589156869435
DKFZP434O047	3.54661355084382
SLC7A4	3.07884074722322
WBP11	6.25186058631161
TEX2	6.09571636834639
C17orf80	3.67715292415912
TMEM176A	6.09975375399968
GALNT2	4.64674887030774
CTNNB1	8.76445352139217
BHLHB2	6.16120032594972
TMEM185B	5.11211843180312
DND1	3.64645642416537
ARD1B	3.22416893977426
STK3	4.76169335127287
REPS2	4.31746519744555
LOC541469	4.15828732270836
H2AFY2	5.60816512819913
CCNK	3.51105576444213
FSHR	3.28414674621271
GAS8	4.94009436133705
UPK2	3.43582728931435
C1orf66	5.31713310140389
LCE2B	3.10852206397409
CD200	7.94492809486634
IMPACT	5.11940930425324
KRT83	3.6992248505072
COL19A1	3.49944532664534
BMP15	3.94620657068864
POL3S	3.88793687341228
ITGA6	5.14987842107232
GAD2	3.37089662230035
C1GALT1	5.52143354465797
BAG3	6.84632958445085
ZNF468	4.60356726309366
RIC8A	7.16904142803202
CA5A	3.12422530149037
CCND1	6.8481303398121
DKK4	4.18534534752467
SGK2	4.3083804182286
PIK3C2G	3.29266763247089
USP11	7.73002238077322
IMPA2	5.57191104145096
PRKDC	5.98996698272784
DSCR2	7.28291011167218
CCL4	5.38705690212975
MSR1	3.43591653993198
NOL11	7.5021250053319
ZCCHC10	5.66755543186784
PDCD6IP	8.06112443592819
TRPM2	3.99391369856243
PSMD2	7.51293162798295
USP18	3.90532373983978
ATXN2	6.69501201446662
SLC17A4	3.50423611835135
RS1	3.35222572272993
RRAS	6.22772301563846
LAMC3	3.66893571783364
NET1	7.08483530679717
NPY1R	3.15511931879679
TOX	3.67561682881028
MVD	3.74067694863951
C11orf61	5.02839645779089
IK	6.23556815226261
GCNT2	2.93579757659649
GABRG3	3.13568455218834
BCS1L	6.01686472345321
BCAS2	7.35592448342786
ACE2	3.09682435478415
KCTD17	3.91060119530215
TPPP3	4.74912941101916
CALB2	5.06720653195233
ICT1	6.00199963171845
CD79B	4.18659169892091
CEBPZ	7.26195917100888
FMOD	8.02721640407816
IRS2	8.45883311996486
C21orf66	5.28657129763934
LUZP2	3.53598154346676
CLN6	4.65465077713847
ANAPC1	6.11373024518082
PTPN14	4.11195182014495
APTX	5.6000449188171
SNRPG	8.9000718823749
BMS1	5.31238818345013
NFATC3	4.5274078011919
ADCK2	4.83415949605189
ZKSCAN1	5.61043373858165
FASTKD2	4.57491407009317
ARS2	5.35286661067365
LRIG1	6.79322792240834
KCNMB3	3.52483209433727
ERC2	3.29785720773106
POFUT2	4.71614102106126
PRKACB	5.70184801826612
PRDM13	3.94471000597587
KLK12	3.48895868489698
ZNF354A	4.91937883155663
PCDH11X	3.25851859116915
TMC6	4.4741221865001
CAND2	4.01762639030620
RIMS1	4.22672924457221
SF3B2	7.46702262685396
RCN1	7.49495040996258
CPB1	3.54540475905076
BCAR3	5.48880463838412
BCL6	6.66028071010087
MDH2	9.21829272679504
DRP2	4.29557515811850
TPD52L1	6.75967011098949
TXNL4A	6.34613562824217
OR3A1	3.17443520221003
RAB25	7.77662479310234
C22orf9	5.31139854622695
PCTK3	4.81624062554795
POR	6.02913891598987
ARPP-19	5.89658739934156
SREBF2	4.38864996061328
ZWINT	5.48818031813234
PAK1IP1	6.23734287627550
OR10H1	4.02488906513201
ENPP2	5.07279844655711
UXT	9.29103182838323
ZXDC	4.87865753265744
TGFB1	4.40040769114584
SLC6A16	3.57287008249869
SLC31A2	4.84058432378311
LRRC8E	4.01457764770579
ZNF780B	2.88866197210719
APEX1	9.90033349700002
PPIAL4	2.95713065476231
ZIC3	3.82198160196987
CEP68	6.33720443039942
PAX2	5.92002404249387
MRPL11	6.4534822773625
LPAL2	2.96290826947481
VPS53	3.26646902131584
MPDU1	4.44548334429529
PSEN2	4.3036081108068
GAST	3.52067226790333
DHRS7B	5.56281920969505
C10orf28	3.53515669907492
UBE2L3	6.28103915754784
ADRA1D	3.29330226435070
FZD10	6.63277393337678
ATP6V1E1	7.87255868979988
SAR1A	6.00400301295206
ASB1	3.71074979570432
MCTP2	4.38669466967639
TMEM5	7.87082928604219
LCMT2	6.07413672508536
KRT31	3.62490330401193
ZNF223	4.16769698561116
BIRC2	8.16823307630148
IGL@	3.93188944311647
NLGN3	3.90889447513324
MEP1A	2.91850132901685
LOH3CR2A	3.63039600751709
TMEM53	4.07517765774379
SLC9A3R2	3.82249050455404
TIMP1	9.96660930127975
PTPN9	5.28723750821255
ABCA12	3.38243114989009
TPST2	5.3083391690276
AQP6	3.48606619067774
KCNIP1	3.62604207647584
YES1	6.34600681996609
ABT1	4.96894710111597
RIPK5	4.13837321235066
SMG1	4.24378660656687
IL13	3.58298414699311
MDFI	3.82275889003084
PIP5K1C	5.24306500025118
POU2F2	3.66004432737363
TSPAN14	6.63212847005383
OR10C1	3.30223379942811
GPT	4.29267156380851
PDK4	3.80472039728603
CLIC1	9.40410832886068
LILRA5	3.15770527980892
TREML2	3.9887146737347
ELL3	4.07428407558728
NNMT	8.2626914603339
NUFIP1	5.11510923345627
ZNF74	3.86917755686081
RHBDL1	3.56078015483054
HYAL2	6.1202495863307
IGFBP5	5.84367507005254
FAM29A	4.10017643031859
NRTN	5.24195551859195
KIAA0556	5.25602392654905
JMJD2A	5.19692354629502
ERGIC3	9.25648672294686
POLD4	5.47503215878596
EPHB1	3.63346966300201
LRRC36	3.61608235667809
TARBP1	5.77050097923166
ANAPC10	5.59961687401363
C1orf9	6.07687886489593
COLEC12	6.51795490832842
TNFRSF25	3.94147088959448
MEGF6	4.57550727889519
LPHN3	3.29960169683657
BMP10	3.29786504216337
C21orf55	3.59017892353654
SLC2A1	7.35757213903183
CER1	4.11886916981083
LSAMP	3.5994857797497
RPH3A	3.45601707130018
CREM	4.33255849986375
SGK	7.27026851753948
ATP2A3	3.75038069055393
PTGER4	3.89909402447956
CCR7	3.45890707001228
METAP1	7.04736924709937
KCNQ1	4.49315792319796
RECQL5	3.72980285783665
SSFA2	5.22991881314867
NR2F2	7.68683710638842
MTERFD1	6.66264284419656
BCL2A1	3.70993949235593
ZBTB24	5.0136501484677
NLRX1	5.18862476148634
FHOD3	5.06992729213427
PRDM1	4.18779303657874
PSG7	3.69486869714084
ARHGEF5	5.9175154009559
CCDC47	6.64437045006131
FGD2	3.17683877441327
SLC26A6	3.95094232671897
BIN1	5.09645394086903
SRRM1	7.19591327878479
P2RY14	3.43385677565477
PCSK1N	3.87154630027666
PPP1CA	7.33234009822589
ZNF33B	5.80559097281813
MOCS1	4.98221270084318
NAP1L1	9.09125668228683
ECT2	4.98263460972514
CACNA2D2	3.90075240547881
PTDSS1	8.04313528270062
DOCK6	4.17946859536881
SLC38A6	4.42164702151202
C10orf119	5.21100212559343
CCR4	3.74014143614515
COX6A1	9.39229436053991
B3GALT2	3.09520383592681
CD14	8.12997109791774
ABCC9	3.11864631136703
SNAP29	6.72925053267258
TRIP6	7.66288857798696
HMGCR	5.13585736764382
CDH3	7.01564474310275
KLHDC8A	4.04476013539141
IFT74	5.0207719477256
C9orf116	5.54602883505346
EI24	7.53025712984083
CENTD1	5.00277021493952
RWDD2B	6.1681228740367
INSL6	3.48313687985455
HERC1	5.75606282407891
NPAS2	4.12166061463955
NR3C2	4.71610594952451
DOCK1	5.79879827510488
FAM63A	5.11375249738877
FAM111A	6.63299109381302
INPP5F	5.75927288496577
MYBL1	3.2556116910072
HOXB1	3.24032842274263
CRADD	5.12301104307067
EMCN	3.29869762774607
DUSP12	5.94556966218912
CGREF1	4.22170304846994
BLNK	4.8900230099517
VASH2	3.45606082639838
PDZK1IP1	8.32342782933493
SKP1A	9.42911157662132
IL19	3.818600217453
DOC2A	3.53144250283996
COPB2	8.19059950714426
CTR9	6.57426205557407
VIL1	3.00579122755942
CDC27	5.02527679328548
PTTG1IP	10.8674546506643
LECT1	3.55765370583476
COPS6	6.70263561398326
COL9A1	3.24503255056106
MCCC1	6.86691412282619
GPC4	4.6533365758833
VAC14	4.55499593206266
PSMD9	5.32780931733219
PPY	2.73601714211612
SRCAP	4.60408544880638
PPP1R13L	5.9614587913375
BPGM	4.71962967284153
TTC19	7.59720635485357
GFPT1	5.6333516986865
C1orf114	3.22268481134957
HMOX1	4.92959939000259
SLC27A6	5.26012272702836
MC4R	3.31462376219654
CALML5	3.1554217010121
MRPS10	6.36617891743873
PRR13	7.17144193145501
INS	3.38987497175920
CECR1	7.11503078722881
SERPINB8	3.98723564329772
FLT1	3.51920563025032
FEM1C	4.31583006641166
PPP2R4	6.38034334519333
PDIA2	3.062903370148
TMED3	7.23004111128026
NUCKS1	4.46615838238903
EXT1	6.47471400604253
RCOR1	4.85338637549852
EBI3	3.56768782461372
SMAD2	6.71728953523471
ODZ3	4.2042833693362
POLS	6.11781888388407
NXN	8.89772398282641
PPIH	6.97510669804205
FOXJ3	4.96105219929515
EIF5B	5.75067734461574
EIF2B4	5.90923691479594
C20orf121	4.18382313941034
CENPE	3.57046306073686
KIAA0415	4.26890688140118
CRABP2	5.12176051411002
TSPAN12	6.23426678060562
CXorf15	3.09948666912866
LOC57228	4.18566459708667
ACTR3B	5.09364306458338
ASL	4.66506912455215
GATA3	3.26644457185645
TFAM	5.55682912113802
PCDHA5	2.91948485615232
PARP12	5.40416629335406
PIGH	4.8458812688952
ENDOGL1	3.04898518487599
GTF2H1	6.42751566998714
MPZ	3.62855511814935
BIRC4	3.58134978509999
SSBP3	4.48654069722734
BPESC1	2.95595110794071
FOXC2	3.42659620318581
HS3ST3B1	3.215685107127
GDNF	3.61158736206102
CTNS	4.68424994755692
KIAA0859	5.38582817851587
TRPC5	3.06875286148001
PMS2L3	5.3357389890209
TEP1	3.64930497435978
KIDINS220	6.12378625318618
CRH	3.1908015794665
CES3	4.20881393189392
ACP5	5.26586424025712
AMFR	5.09754255486832
CA4	3.36095462125026
PLCB4	3.92708384124782
MPHOSPH10	7.69636692899134
PGF	3.42494857521737
G3BP2	5.43558938783292
SR140	5.8971347481766
ISLR	7.34902240658384
HOXA2	3.49741782923805
PYGB	4.99846122480931
BAT1	9.05473016463738
TSC1	5.95189216737288
NARF	6.4964416571445
DKK3	4.95232356912132
UTP18	5.49977449256279
TSKS	3.3235281593597
DDX31	5.10681162978945
TULP1	3.92639418239786
TNRC4	3.78186524143021
ZNF430	5.42168361430762
POSTN	6.83935797244284
AASS	3.66848781616773
APOL5	3.92653842010462
PLA2G1B	3.58987512397494
FLJ11506	4.1683723476774
GTF2A2	7.96300487899927
RCHY1	5.81810418232506
CYP27B1	3.20362879604335
VPREB1	3.36689926009616
MGC4294	3.28443286364589
TACC3	4.08185852769674
PDCL	5.17241087422068
DMXL2	5.64889908792143
LOC4951	3.59821076345258
EID1	8.08449489050113
MS4A4A	5.37377135793529
RBM14	5.00958142693042
MGC29506	3.39646968733289
PPP2R5B	4.35055994182862
TNFSF11	3.27541908182865
ATG2A	5.6085559040858
RPGRIP1L	4.27578734204249
SPOP	6.46610945445281
OSGIN1	3.89109633882588
PTPRF	7.19360326198587
ICMT	5.77047940388647
SEC24B	7.30369965716678
MAML1	6.58465324277081
POLL	5.048260024846
FXR2	4.44816030078146
TYK2	5.69555519492757
MUC6	4.60821770409675
ADAM28	4.8178580520503
MYL3	3.42377658909201
NRL	3.29509207524301
PIP4K2A	4.58243592828655
TCL1A	3.62254855252466
MED7	4.81250039929056
MYLK	8.13356619468362
RRP1	4.71551997171618
TFAP4	4.30761301777285
CYP4F2	3.60159636753571
UNC5C	3.05340955256138
ARL4D	6.86555346865289
SH3BP5	6.9607234322694
AKAP6	3.67032019597666
CTLA4	3.08355123045602
ACSBG1	3.57730953377608
MTMR4	5.79659744750925
NECAP1	5.55985189147618
SLC25A17	4.90895410339542
POLR2F	6.28137485463938
PLA2G2D	3.53555138283554
WNT2	5.11533914843306
GLMN	4.98062815720829
MCM7	5.77339610351938
TRIM52	5.02641030878668
DCLRE1A	4.35923386993836
PDX1	3.56787927167467
UBQLN3	3.32316350190732
PRPF31	5.71989105505323
TLR7	4.00071389530722
SMAD1	6.75649748218227
CLCN1	3.33853822795339
RIOK2	5.42093899292213
CEACAM21	3.48557838506255
PDLIM4	5.36088002914014
STX18	7.12486043827508
CCPG1	4.50360145897715
SLC2A6	3.71551421128197
SORCS3	2.85912905021516
NOLA3	7.75885491762918
PDGFA	5.10115610095961
TRDMT1	3.64668691446649
CFL1	10.5895240581264
IL4	3.24279977334979
NAT2	3.37768356701583
CPSF6	5.53459142262743
PRG2	3.69040983147856
PIGQ	4.12133984631851
CLSTN3	4.32897535160920
KIAA0146	4.01750100293398
GBP1	7.19252715751835
CEP55	3.80866778059657
ZNF408	5.04918349698038
KRT20	2.93879475458765
EYA3	3.27707380986175
KRT38	3.32380657298999
WDR7	5.15830365844838
BLCAP	7.79253801964925
HLA-DPB1	8.8151967163587
SFI1	4.04773517474803
GNE	5.49465273224753
MGAT4C	3.36235789451828
CTSE	3.84504578276505
SLC35A2	4.70145273709807
TUSC3	7.67247767770341
GABRD	3.44927650229053
IARS	9.27366173215506
ARFIP1	5.11213848119272
SFRS9	7.86293469027773
CEP110	3.61326440984277
MYF6	2.87771549697114
MGST2	8.1499979307646
EVI2B	5.17565918708313
TRPV4	3.58026017791253
SLC25A11	5.68073991868672
EHD4	6.50811404654817
NOX5	4.10498883058145
NCKAP1L	4.4650468234305
EMP3	5.94607571224669
SYNCRIP	7.22197129721194
BPY2C	3.42542581142762
C1orf38	4.41648572597929
ZNF426	4.93166712006307
ELOVL2	3.19223395933722
ATP5J	9.30928954554885
CBX7	5.57705754265553
OSBPL1A	6.5977548999826
MED13	7.2304595446874
ZNF589	4.42112550541149
CHRNB3	3.27380086259616
GOLGA2	5.61753304272622
NIF3L1	6.72098400300783
TRA2A	6.25272331670215
F2R	5.1502403298773
PHF2	5.26090833834784
PID1	4.10358348320497
MTAP	4.08379061119403
RFC1	5.39270274349002
C5orf3	4.88898612310704
ADORA3	4.02824012873074
ACTL7A	3.48510319323114
RAI2	8.21913187961252
MAP2K7	3.84188754818456
HYAL4	3.21562942020952
GZMB	4.14254866794098
FCGR3B	4.33295779297919
BMP1	4.77722059446578
CPNE6	3.25685740015324
SP2	3.83751109902834
DPF1	3.69656315866446
SMPD3	3.47759424983382
TMEM38B	3.55537621486664
CCDC56	8.28312693845826
NFE2L1	7.18512102904988
MRPS31	6.79730906445713
STIP1	6.15459594587962
MMP26	3.17123667083426
RASL11B	4.31358985358677
NT5DC2	5.37197015324751
HLA-G	6.83054112521895
LRP2	3.49082089240686
MTDH	7.88103664191494
HSP90AB1	9.87243798081543
PMAIP1	5.0843257066467
LMBR1L	4.67139561456945
SLC25A20	4.25605863422833
RSBN1	6.54118041302068
S100A2	5.97122269594416
C2	5.99449371392664
RHOT2	5.37496529870355
RALGPS2	3.6687274716745
EIF4EBP1	5.16712010590388
C2orf27	4.40268695041383
GCKR	3.79398792244608
