Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_C08_491130
Composite Element REF	Signal
HNRPH1	7.96491729768753
MED18	4.66215538091939
TRAF2	4.12762757477064
ECE1	4.59602444423774
TEX13B	3.43586644838481
SNN	4.47511703715974
HCK	4.81044425317425
C6orf62	7.10020739603816
GABBR1	3.43715276675518
YIPF6	7.63556613284587
BMP6	4.86614989165763
PROX1	3.1712038325342
LANCL2	5.19309712800423
SCN3A	2.79061000321171
IL8RA	4.01284734457954
LSM3	8.82802653219568
CDSN	3.58102676030876
EFHA1	8.20158761952802
SSRP1	7.44728430081686
ASXL2	7.74589390659883
RPE65	2.60644938078478
SNAI1	3.35358057311354
SPCS3	4.21728770237872
EFNA2	2.93287127562914
CLDN9	3.97349908635979
DEF8	4.59732515200357
CHAF1A	4.30290424996297
C1orf165	3.64687475110928
ZFPM2	5.7385262833716
C9orf7	5.57277272704049
GC	3.03349038565463
FTH1	11.1322656291486
IER3	8.18693620582743
YWHAH	6.94788311459657
ADRB1	3.15879919071855
FOXL1	3.40781116557042
MGC31957	3.49345358837318
MUC5B	3.4723745249642
ZNF193	5.0788089937965
CSRP1	9.10860676682231
MOSPD1	6.26479234425506
UMPS	4.94605553792476
RAD1	5.88115710050111
RCP9	5.39632125242638
COG4	4.90509480506124
NFRKB	5.16235813482299
FANCA	3.26864208055341
CDC2L5	4.6011864691547
GDF2	3.35607337086126
PCBP3	3.60620175092856
TIMM17A	6.08737073654247
BFSP2	3.36345931865599
OR2H1	3.29016245683696
HNRNPA0	7.8643030113585
IKBKG	5.39758820710148
TM4SF20	3.18669007310017
PCBP1	9.3835483421238
LRRC2	3.91961087525381
NSD1	5.53237090825598
AMMECR1	5.30864982844562
MAGEC1	3.30926386792685
SEC13	9.11189309569092
WDR91	5.57786246888703
HAGH	6.33932470197201
EGF	3.05175874490942
NHLH2	3.14844601470362
NCAPD3	5.63166788225586
BRCC3	5.9529560821218
CNDP2	9.74132707896394
FYN	5.39795711273973
YPEL5	9.67418569363602
KCND3	3.50908525556797
LRRC42	5.55885928721004
GTF3C5	4.25497121035334
AKR1C4	3.28205407678325
RBM26	7.06071456495346
DUSP14	5.94373289188843
AP4M1	4.70510786316176
RIMBP2	3.14421105267125
ABCC2	3.44845436719299
COL5A2	7.46953550136125
DNAJC16	5.97271901421255
TTC12	5.14712727283728
SNX13	4.96092868851617
ELA2B	3.62071282754197
CSPP1	4.80239941371918
NAIP	4.36696060599783
MYOZ2	3.24549699980126
XRCC4	3.95138468519189
CYB561	6.20622428973033
CHST10	4.68725574407156
BAI1	3.72832765200975
THY1	6.11280790716922
KIT	3.79087146227879
TBC1D8	4.80338048607721
PDE6H	3.07309978192052
EPHA7	3.01432582063919
SOLH	4.90685601521575
FLJ20309	4.18213834946490
MAP7	4.94552929910738
SPAG9	4.98892482498412
ZNF294	6.86578140307113
CENTB2	5.71122836405994
FLJ21963	5.16821440373228
ANTXR1	3.04612799631573
CREB3	7.69848276352566
ETV7	3.99322390374277
DGAT1	7.30692862574072
TAC3	4.06578310074408
CORO1C	6.10204441479874
RAD54B	3.73150797457414
HRASLS3	7.2058133804012
MED25	5.54039957051492
BARD1	5.22467900947619
ZNF177	4.08254555981241
MIP	3.73434846636373
ZNF442	3.91955850501591
F2	3.56166738892376
FDX1	7.68304160991824
GRIA1	2.94092093756962
IL13RA1	7.22517580443263
EIF2B2	6.83053628976135
NHP2L1	8.8606993167371
WNT5A	4.57463221332945
ZNF593	6.95411562052804
TRA@	3.38965969515826
WIPI2	7.05003544679098
TAS2R7	3.1596647311333
RANBP1	5.23155519473362
CSNK2B	9.35706184631104
DKFZP434O047	3.43723367928814
SLC7A4	3.23388294046397
WBP11	7.7538323914218
TEX2	6.90955876511153
C17orf80	3.57198184630393
TMEM176A	5.45331108101532
GALNT2	5.36880150256918
CTNNB1	9.2586186503556
BHLHB2	6.27101741159647
TMEM185B	6.03865747872327
DND1	3.830662006392
ARD1B	3.23045734581011
STK3	5.4882379439239
REPS2	4.95358512103541
LOC541469	3.86891088971764
H2AFY2	5.18062185672526
CCNK	3.57191671059495
FSHR	3.02453031533898
GAS8	4.64881451844225
UPK2	3.21012968456742
C1orf66	5.19063883887498
LCE2B	3.34889264045638
CD200	6.12059922990581
IMPACT	6.0842338881194
KRT83	3.28166463483597
COL19A1	3.2807669477973
BMP15	3.8144088876322
POL3S	3.22706885511442
ITGA6	5.60725230383798
GAD2	3.36273845968268
C1GALT1	5.77661585822424
BAG3	8.33833283651384
ZNF468	5.89390168080417
RIC8A	7.63047999715037
CA5A	3.34711024749602
CCND1	8.12409811432686
DKK4	3.59050298966292
SGK2	4.5234216113878
PIK3C2G	3.24861137159976
USP11	9.07831273534731
IMPA2	6.16603126217523
PRKDC	6.24407764575368
DSCR2	7.86958593661319
CCL4	5.60837598434148
MSR1	3.41998768677553
NOL11	7.75836922021175
ZCCHC10	7.16768779899758
PDCD6IP	8.88197847195204
TRPM2	4.69658714163993
PSMD2	8.90136926097671
USP18	5.37157646289338
ATXN2	5.82930291236119
SLC17A4	3.223942478741
RS1	3.16168071955979
RRAS	8.05534946838463
LAMC3	3.67892460102963
NET1	7.49375542199932
NPY1R	3.00911494674699
TOX	3.58436995614801
MVD	3.37859994025637
C11orf61	5.11653973176428
IK	7.08757970378668
GCNT2	3.29108369571273
GABRG3	3.06689772381796
BCS1L	6.36785422665233
BCAS2	7.85261208550134
ACE2	3.45477193974058
KCTD17	3.35327863287097
TPPP3	4.17543823066369
CALB2	4.37554937130547
ICT1	6.73377295547469
CD79B	3.529215464383
CEBPZ	7.93388863032785
FMOD	7.58930574168645
IRS2	8.0237025850971
C21orf66	5.10829680357792
LUZP2	4.03359355623423
CLN6	4.10034488864106
ANAPC1	6.83576217216822
PTPN14	3.66785867983245
APTX	6.60826993962543
SNRPG	10.1582964152657
BMS1	6.25586967609722
NFATC3	4.00430020243897
ADCK2	6.28829145465725
ZKSCAN1	6.60052149690094
FASTKD2	4.29210702637991
ARS2	5.6193224360094
LRIG1	7.71752498541577
KCNMB3	3.44394262598502
ERC2	3.3973670273535
POFUT2	4.75247518147128
PRKACB	5.17189327991818
PRDM13	3.78074970282875
KLK12	3.51031603719460
ZNF354A	5.74813305278226
PCDH11X	3.17928148490356
TMC6	4.91470373787325
CAND2	3.78627361654973
RIMS1	3.74925597929511
SF3B2	7.72219966650895
RCN1	7.68654498150896
CPB1	3.26416337405472
BCAR3	5.94362139160633
BCL6	7.08540130013883
MDH2	10.7141820956222
DRP2	4.00675015333349
TPD52L1	7.72291340184002
TXNL4A	6.61438409326016
OR3A1	3.10789054401362
RAB25	9.12797952701132
C22orf9	5.88039010237864
PCTK3	4.32211767610491
POR	6.96016141264205
ARPP-19	6.81695863178613
SREBF2	4.90929048519198
ZWINT	6.83311119707025
PAK1IP1	6.54284731764261
OR10H1	3.85230652080436
ENPP2	4.96172973018379
UXT	9.85558576849228
ZXDC	4.95602185476073
TGFB1	4.22936526246663
SLC6A16	3.89427397598535
SLC31A2	4.96687865875431
LRRC8E	4.65480153206501
ZNF780B	3.04716502611034
APEX1	9.86648649755534
PPIAL4	2.95717308629590
ZIC3	3.73930359144907
CEP68	6.74684999862503
PAX2	3.50893660649964
MRPL11	6.94989802562834
LPAL2	3.15837408494565
VPS53	3.32257639259097
MPDU1	5.2704523198473
PSEN2	4.44126137133505
GAST	4.01132554615927
DHRS7B	7.1194287776197
C10orf28	3.55522149200750
UBE2L3	7.18577860846896
ADRA1D	3.43664622993698
FZD10	6.76262392920779
ATP6V1E1	9.23114924037751
SAR1A	6.96248549362623
ASB1	4.0103143333711
MCTP2	4.16997223857042
TMEM5	7.6510459960606
LCMT2	6.7922374365317
KRT31	3.63052754466932
ZNF223	4.18099949855791
BIRC2	9.26035879995033
IGL@	3.94761473451596
NLGN3	3.79670170267705
MEP1A	3.12358877992634
LOH3CR2A	3.791578655514
TMEM53	5.06615408036282
SLC9A3R2	3.53586541510813
TIMP1	9.83924944914367
PTPN9	4.57540929332516
ABCA12	2.98008822577074
TPST2	6.75872837555643
AQP6	3.34468329841624
KCNIP1	3.25959443855729
YES1	7.21896787085662
ABT1	5.8173785481374
RIPK5	4.22040652277159
SMG1	5.05097006852262
IL13	3.58196563088749
MDFI	3.25265143017513
PIP5K1C	5.49733632403434
POU2F2	3.7582058272951
TSPAN14	7.05756922762757
OR10C1	3.15883431527747
GPT	4.46025664925572
PDK4	3.1555092533859
CLIC1	9.98156153348628
LILRA5	3.01429874533550
TREML2	3.58374067735266
ELL3	4.93316898263596
NNMT	9.29178042066692
NUFIP1	5.47700311662597
ZNF74	3.70332138421512
RHBDL1	3.56907355965328
HYAL2	6.15563323822204
IGFBP5	5.68306838955018
FAM29A	4.48100376054151
NRTN	4.83298202496604
KIAA0556	5.07833342297841
JMJD2A	5.58163929639126
ERGIC3	9.6891381651264
POLD4	5.32198656780368
EPHB1	3.81597522530797
LRRC36	3.92120180586393
TARBP1	5.46954916388713
ANAPC10	4.72191440714839
C1orf9	6.8871957887328
COLEC12	5.06038671625889
TNFRSF25	3.61317783785059
MEGF6	4.06062024187659
LPHN3	3.3774026498894
BMP10	3.02316296863942
C21orf55	3.83045224691955
SLC2A1	8.25425301519308
CER1	3.89578539755853
LSAMP	3.69841080189749
RPH3A	3.4993048061252
CREM	4.85696506216141
SGK	8.74874104211503
ATP2A3	3.59325262168754
PTGER4	4.10666069628345
CCR7	3.59071118972627
METAP1	6.40253902373138
KCNQ1	4.24503356638953
RECQL5	3.74371013278971
SSFA2	5.77132503684498
NR2F2	6.8040634515804
MTERFD1	7.86816816157179
BCL2A1	3.41653134083849
ZBTB24	6.0061452481283
NLRX1	5.80232584583817
FHOD3	3.86613234222314
PRDM1	3.83078258735907
PSG7	3.66889796530621
ARHGEF5	6.64292591780537
CCDC47	8.08389803560269
FGD2	3.42582850875278
SLC26A6	3.64210767682241
BIN1	5.51966984296011
SRRM1	8.4947428109522
P2RY14	3.47488354774188
PCSK1N	4.07967683211276
PPP1CA	8.30940668522617
ZNF33B	5.70038584687728
MOCS1	4.75704690461329
NAP1L1	8.64659002074231
ECT2	5.12323607058285
CACNA2D2	3.75308909932369
PTDSS1	10.2316956626188
DOCK6	3.77685226248455
SLC38A6	4.91860614436719
C10orf119	6.84331565314741
CCR4	3.46255444321882
COX6A1	10.7657073661505
B3GALT2	2.82955929165997
CD14	8.19190020080368
ABCC9	3.43481832254757
SNAP29	6.50330531844946
TRIP6	7.88228117580323
HMGCR	5.53867478183647
CDH3	6.39254579766258
KLHDC8A	3.62647772713844
IFT74	5.07154779640465
C9orf116	5.26507330924665
EI24	9.23753558932545
CENTD1	5.23001134422442
RWDD2B	7.05817723784167
INSL6	3.1568704954801
HERC1	6.69554085861082
NPAS2	4.03781201656724
NR3C2	5.81969243430801
DOCK1	6.13708745336111
FAM63A	4.75472687416528
FAM111A	7.20072442943311
INPP5F	7.3859884890063
MYBL1	4.49736544226658
HOXB1	3.78978236679825
CRADD	4.69486975959
EMCN	3.61963274654947
DUSP12	6.06027389797008
CGREF1	3.71324071053201
BLNK	6.45122482320686
VASH2	3.45873739219308
PDZK1IP1	9.49141654596343
SKP1A	10.7989523902486
IL19	4.06282845467775
DOC2A	3.13321873912819
COPB2	9.74223315047463
CTR9	6.77509552109184
VIL1	3.03409636519051
CDC27	5.39418973717868
PTTG1IP	10.6806442123346
LECT1	3.27444725903892
COPS6	8.07131014029011
COL9A1	3.44077971604243
MCCC1	7.08248660063056
GPC4	5.37465122049356
VAC14	4.07073711678403
PSMD9	5.57997602727071
PPY	2.86123858006285
SRCAP	5.20189955737506
PPP1R13L	5.82944935126632
BPGM	6.87224022170373
TTC19	8.31350322283986
GFPT1	6.87527539739515
C1orf114	3.29687336861869
HMOX1	5.70335190931219
SLC27A6	7.55082532840977
MC4R	3.18284880384597
CALML5	2.70888412296936
MRPS10	7.29914218520236
PRR13	8.659419119536
INS	2.90315332283827
CECR1	8.08248416424889
SERPINB8	3.65864134127732
FLT1	3.21134426973559
FEM1C	6.30144051404787
PPP2R4	6.81596330703728
PDIA2	2.99822413249175
TMED3	8.24351410349223
NUCKS1	4.22558270743709
EXT1	7.44925256934577
RCOR1	5.96122984897562
EBI3	3.46731610825666
SMAD2	7.50517467918335
ODZ3	3.58735050883716
POLS	6.5680335711184
NXN	8.8606783860372
PPIH	7.42075194240894
FOXJ3	5.17110011969243
EIF5B	6.5458045427951
EIF2B4	7.0398640166795
C20orf121	4.70317815056694
CENPE	3.42735709482969
KIAA0415	4.61469209820438
CRABP2	10.0361080309661
TSPAN12	7.93196237131881
CXorf15	3.08191345031088
LOC57228	4.83680845106045
ACTR3B	5.70621090420233
ASL	6.1847860746497
GATA3	3.45332828949023
TFAM	6.23816140093901
PCDHA5	3.50193082392599
PARP12	7.393175573862
PIGH	5.49697345425818
ENDOGL1	3.08827679769589
GTF2H1	5.85238644250964
MPZ	3.33166023273425
BIRC4	3.48789031511684
SSBP3	5.65174523230207
BPESC1	2.78664892281944
FOXC2	3.367247963481
HS3ST3B1	3.36683497746128
GDNF	3.30708571435724
CTNS	5.327892626969
KIAA0859	6.60290938915912
TRPC5	2.90908113726557
PMS2L3	5.14651087748798
TEP1	3.41052652959388
KIDINS220	6.65447159862265
CRH	3.17144238959337
CES3	4.41234526616584
ACP5	4.75657800529753
AMFR	5.11790494450926
CA4	3.15180378618279
PLCB4	3.77281452354897
MPHOSPH10	8.50922277253013
PGF	3.67236534238418
G3BP2	5.79496620501303
SR140	6.51359412183042
ISLR	6.84985967054432
HOXA2	3.32768955130037
PYGB	7.0978071070912
BAT1	9.16805077883368
TSC1	6.08192693690524
NARF	7.19274009522796
DKK3	4.00596508015543
UTP18	5.92734648173425
TSKS	3.12880980032996
DDX31	4.36616757583593
TULP1	3.64490025565225
TNRC4	3.51956067222061
ZNF430	5.90298980513967
POSTN	8.93816363034086
AASS	3.10836684227053
APOL5	3.48750371728368
PLA2G1B	3.87780488016408
FLJ11506	4.43509934738009
GTF2A2	8.81731686655026
RCHY1	6.16336974567101
CYP27B1	3.25055706566339
VPREB1	2.99017833691165
MGC4294	3.38065684727847
TACC3	4.95287310169975
PDCL	5.77979168074188
DMXL2	4.2581434512069
LOC4951	3.7859963616553
EID1	7.96032962609361
MS4A4A	5.00938904348932
RBM14	6.09748324093869
MGC29506	3.72336170302698
PPP2R5B	4.16030615884332
TNFSF11	3.21449788829594
ATG2A	5.7502310114591
RPGRIP1L	3.20345255997470
SPOP	7.29927566549453
OSGIN1	3.30135091765701
PTPRF	9.0317886873788
ICMT	6.83363201595858
SEC24B	6.74651196343258
MAML1	7.33430916169431
POLL	4.67888528270788
FXR2	4.09917120774591
TYK2	6.08183025310971
MUC6	3.35904467916266
ADAM28	4.56470667704754
MYL3	2.99567650559317
NRL	3.34614969903774
PIP4K2A	4.90567556555684
TCL1A	3.66529937167980
MED7	6.61075722907145
MYLK	7.52658066543521
RRP1	4.80825857980038
TFAP4	4.63406144549690
CYP4F2	3.84435493775232
UNC5C	2.80786606221378
ARL4D	6.14255271878902
SH3BP5	6.69453728106196
AKAP6	3.52143174740575
CTLA4	3.36528772948549
ACSBG1	3.63174014322318
MTMR4	6.9809572994266
NECAP1	6.80945011412528
SLC25A17	5.68769913892776
POLR2F	7.25673994537372
PLA2G2D	3.21215926503142
WNT2	4.09266359948447
GLMN	5.35640777407024
MCM7	6.24654490718336
TRIM52	4.59261557339253
DCLRE1A	6.23939079453015
PDX1	3.43235494636949
UBQLN3	3.25934157301457
PRPF31	5.50915377400571
TLR7	4.07029655255275
SMAD1	6.85363489427525
CLCN1	3.40863294506900
RIOK2	6.80705632927815
CEACAM21	3.42052143610017
PDLIM4	4.52945998498798
STX18	6.27759062980126
CCPG1	4.94041262774657
SLC2A6	3.40863242682541
SORCS3	3.12815940503942
NOLA3	8.7378337421052
PDGFA	6.75771869067953
TRDMT1	3.52382597760842
CFL1	11.6482748462312
IL4	3.06581136295578
NAT2	3.48782764718653
CPSF6	6.75639221509946
PRG2	3.54580737022545
PIGQ	3.887184258568
CLSTN3	3.6573220481141
KIAA0146	4.22165496783349
GBP1	7.99408199437495
CEP55	4.29530301469944
ZNF408	5.2239417424638
KRT20	3.01127111166583
EYA3	3.30209877918704
KRT38	3.48523638066821
WDR7	5.25078878276698
BLCAP	9.4378381568057
HLA-DPB1	10.2343308171345
SFI1	3.9468823646621
GNE	4.71029198661893
MGAT4C	3.02601562211496
CTSE	3.45246107864129
SLC35A2	5.25006835737749
TUSC3	6.36614035562543
GABRD	3.05718661160048
IARS	10.1460151468444
ARFIP1	5.30740706715688
SFRS9	7.8999917021399
CEP110	3.98282467648543
MYF6	2.9098576599148
MGST2	8.47338024335393
EVI2B	5.89694173120067
TRPV4	3.08187737711358
SLC25A11	6.94926657505074
EHD4	7.39557074291594
NOX5	4.49116279922882
NCKAP1L	3.97449992897064
EMP3	5.66395337519575
SYNCRIP	7.93347230135407
BPY2C	3.85690742404017
C1orf38	5.53367157381747
ZNF426	5.3489920253424
ELOVL2	3.16746424003501
ATP5J	10.4281615557643
CBX7	6.57976466112532
OSBPL1A	7.72572093130644
MED13	7.6250733687388
ZNF589	4.40348161778824
CHRNB3	3.22441052773151
GOLGA2	6.09885937099896
NIF3L1	7.75339784769974
TRA2A	5.55453627525733
F2R	4.94473663227741
PHF2	6.66962287914648
PID1	3.5638937934207
MTAP	3.87265261976523
RFC1	5.79365807604238
C5orf3	6.09102160514748
ADORA3	5.28132603339882
ACTL7A	3.43723825191748
RAI2	8.89939260555029
MAP2K7	3.46567239088054
HYAL4	3.09302982797411
GZMB	3.90123942827089
FCGR3B	4.45059824385226
BMP1	4.29673980587633
CPNE6	3.20473709621329
SP2	3.89501411655658
DPF1	3.62053397017087
SMPD3	3.01506193793297
TMEM38B	4.19366867793702
CCDC56	8.66740719501375
NFE2L1	7.36480954182122
MRPS31	8.03426734414333
STIP1	6.72073899414368
MMP26	3.09875610638677
RASL11B	4.11890227093603
NT5DC2	6.51807116624438
HLA-G	7.34499787506919
LRP2	3.98554899808285
MTDH	9.251694478564
HSP90AB1	10.1486604388570
PMAIP1	5.79232552270998
LMBR1L	4.0623867859616
SLC25A20	4.93732738956677
RSBN1	7.22975338623092
S100A2	8.76110104636557
C2	6.00458755886326
RHOT2	5.61760254034085
RALGPS2	3.56866266358539
EIF4EBP1	5.82073319407659
C2orf27	4.14350575410339
GCKR	3.93625439900429
FER	4.58327849604386
TRPC6	3.26923385408745
RGL2	5.83726546625194
ARPC1B	8.68303968176556
SNRK	7.31489505084273
UTP6	6.54207729870278
DNM2	4.59513919700508
GCS1	5.5365654835219
EHMT1	3.34099942513
GLDC	8.78533222924867
FBP1	4.22228976861087
VARS	4.35483759666456
PLA2G7	3.64983253280037
RAX	3.46312707275107
TERT	3.18159466409384
CCL1	2.94981121867351
FUCA1	9.13943144257527
ALS2CR8	3.52850585786772
CXorf21	4.36149124935033
KCMF1	9.60104542630057
MFAP2	7.51406435843389
OXCT2	3.53258576591488
WWC3	7.18631195319211
SOCS1	3.62708986696447
IL17RA	5.7226727849167
C14orf115	3.76010591785323
ST5	6.40717387031326
STRA6	5.50373501168894
MPP5	5.60354372020945
SPA17	6.09498630875265
C21orf7	3.79187669383913
FLJ10986	4.00184986279200
LHFP	4.96891819413438
CAMK4	3.52416362030786
GALNT14	5.47447884223694
CXorf27	3.33611070013700
CLPX	6.26528109939924
NPLOC4	6.87031617556105
PJA1	6.23280061947535
CPLX2	3.64973409617722
ARSD	3.64972719001499
WHDC1L1	3.02141667363450
RB1	5.43054838818238
PHLDA2	5.81345740557158
C2orf56	3.72282660096831
GUCY2F	3.09295404194806
MPV17	7.6415146661668
PSMD4	6.65794794720629
SLC35D1	3.75333969459632
C20orf103	6.88473861899273
COL16A1	5.01495692289013
ERLIN1	5.60135277769822
JMJD4	4.47702943554419
SLC29A1	4.49818124483568
GLRX	6.46362801516083
HIST1H2BK	10.6191532595482
TP53I11	4.39065363722421
ST3GAL4	4.49390051419337
ALG8	8.46439393607223
PF4V1	2.75748594606764
SHOC2	8.27715385669707
REG1A	3.31584471224122
FBXW7	3.89837018383553
CYB5R3	10.062714674512
MINA	7.06660527198056
HHLA1	4.00003663183957
MYST4	6.3880910131937
NR0B2	3.97934686383869
TFAP2A	6.02371155161809
UCHL5IP	5.19149076317365
TIMELESS	4.80110728837818
DDX10	7.43605231233397
SLC25A36	8.0309191572743
TMED10	9.53369248328665
ZNF507	3.24550178715917
LOC90379	3.95072220884976
RAB11FIP1	6.8111989645829
ATAD4	8.012046652004
PHF15	5.96563678480084
ZNF26	5.19272474670563
KRT7	7.02954538652855
RPA3	8.02322287957958
YIF1A	8.08159818556119
PPRC1	5.40236909098661
PCDH17	4.67978901103121
PHF8	3.72078616262762
RDH14	8.05967073126973
DNAJB2	5.71698080820844
HNRPK	10.1129481799953
PTPLB	7.27491569765739
RABEPK	7.17073714241479
SNF8	7.12212432997212
CBARA1	7.18251968631132
RAD51AP1	4.77641094319263
HAT1	8.38093290521931
HTR1D	3.46818314068919
H2AFV	7.87313250644164
OAZ3	3.82325517438017
CXorf48	3.62806745991414
RC3H2	6.35156743194174
SGCD	3.76154666736781
PHTF1	4.21362533465859
CA3	3.14652672562642
PKIA	3.51263329797577
STX10	6.07284652055247
PEO1	4.86249907318576
JMJD2D	3.36799669085259
KRT19	10.608620985514
ZNF143	5.87456839539413
ENO1	8.26536223247073
TIPRL	8.01911202951541
MAN1B1	6.24591706626193
P4HA1	8.30943249908939
TPTE	3.08442627853941
AKAP8L	4.98525999589711
GPR17	3.02742819314298
LRRC20	4.35378111373848
UBE2Z	7.84520154587813
COL4A1	6.93207324397023
ISOC1	8.50230398367977
RNASE1	7.67370200777574
C20orf20	6.38561045413744
NDUFB11	9.99514002076099
STK19	5.7443040753744
OSBPL2	6.07259632203049
PTTG2	3.07413656171725
GRM7	3.45205996497543
SLC39A8	4.1948192129272
APPBP1	6.42634282471402
STS	4.36570649755639
FFAR2	3.03386539386199
TMEM123	10.1157912500189
GLI2	3.63783122316582
BTNL2	3.23463970229059
ALDH1A3	5.59498663104357
TGIF1	7.26753010030619
SCO2	4.88034908843754
TP53	6.1389718520915
CCDC69	4.03257513791844
ZFAND5	8.81703643583465
ICA1	4.61470726086328
RAPGEF2	4.69702449570941
NAV3	4.11464913470797
EPS8L2	6.63310365390326
ATP6V1G2	3.45435113411889
MNT	7.6741965792833
C6orf145	6.08864705252981
PPP6C	7.96663482243924
OR51E2	3.0823223792984
OTUB1	6.37474831616068
ENTPD1	4.43134762858767
TMEM115	6.37890019879277
STK11	4.11765388037308
PRPSAP2	6.62871807919045
SH3BGRL3	7.9496654602744
MX1	8.24424797229247
PSMC5	9.16635496719863
TTTY9A	3.63007000143037
EXOSC4	8.02779195899926
SETD1A	4.36766536327174
YARS	8.19949712248311
SLN	3.59073951083620
RELB	4.41742466321172
NLRP1	3.62717605356815
LAMB2	6.7766263993667
FNTA	8.99408484375022
HNF1B	5.12907717342425
C14orf139	4.63887954634012
UMOD	3.25546993081684
ZNF512B	6.29315994916799
GPR25	3.77440724678664
C6orf49	9.9105431904461
ATP6V0A1	4.48997605718988
SNFT	3.7194203658468
ZNF768	4.33220445129699
GTF2I	7.46777120358946
KCNN2	3.12349579554646
DYNC2LI1	5.76156289868588
DGKE	3.34410515437474
DNAH3	3.66229818146891
RPS6KA1	5.55858922270328
C9orf53	3.60763982815023
PTPRM	5.41420146439899
MRPS15	7.0358329248198
TMEM59L	3.79687890927462
SSPN	8.55743717380036
IGSF9B	3.18923308119408
CNOT8	7.08090907600739
GORASP2	9.07988659124
ADAM17	4.56639924727377
CHRNA3	3.40718502377965
MYOG	3.57249704364318
UBE2D4	5.62224858910995
CPNE1	6.63999917751435
AK5	3.53430905758113
RPL37A	7.91114864991164
CPS1	3.18204785052651
NDRG4	3.61432455153288
ALG5	9.39003903296409
NCOA2	4.35062832563132
LOC130074	7.51088016183964
PIAS4	3.39095533256381
S100PBP	5.84293323109623
TEGT	10.0170800770113
USP5	5.1960704713086
CFLAR	6.11672516572902
KIAA0692	4.31631592462912
WDR48	5.83865237695003
PCDHGB6	2.97308685010672
NRXN3	4.05811413565548
ACACB	3.72488486509440
CDKN2C	5.86383114059851
KIAA0226	6.30423237793832
TRAK1	5.49883886138756
CUTC	4.83295528161299
AGPAT5	8.05640040152421
WDR68	5.70208568470934
PREPL	7.21043071404019
ABCB6	3.90173871381243
RABGAP1L	5.69981165956461
FCGR1A	4.83601114398614
EIF4H	9.13115564541954
DLC1	4.13690633894390
MAPK8IP3	3.67782306775389
SPRY4	5.00368346167097
RPL11	11.8486044124440
RAP2C	5.30967146357053
ETFB	7.47639344600252
RORC	4.15962054262785
GRAP	3.35409048382384
SEPW1	8.81816739093393
NMU	8.5432439159853
MXD1	3.00055144295855
IFIH1	7.93164034161714
AZI2	5.38206841383362
WDR37	5.9852905753624
SEMA4A	4.93677118360322
RPL8	13.0815450387895
NUAK2	7.46849329036877
AHSG	3.30698367821155
RBM39	8.52593844292804
MANSC1	7.32384999297754
IMP3	8.39311651127996
ARHGDIG	3.37441243286136
ELTD1	4.85694075377822
PRAMEF10	3.47962609767387
RGS17	3.19979004636511
KPTN	3.83580986940010
C2orf3	5.27245152819745
PCTP	6.45967137379914
MRPL42	5.33452331016271
SIRT1	7.05832441048736
MANBA	5.11823471679717
CD164	8.25388224506538
ZNF671	3.83122575910375
GFRA1	3.16142101317241
PRM2	3.40804435953658
IL1B	5.46192677286567
HAX1	8.84686458715994
REN	3.39205100524453
ZKSCAN3	4.72942377290178
CTSA	8.72850339041269
TPRKB	8.98378889687294
UBFD1	5.75424753382292
CDKL5	3.28950406872254
HIST1H2BD	7.91251651530941
COQ4	6.21765912241648
TXNDC4	7.16380735284871
C5orf22	6.86988155852961
VGF	3.78536206539844
INPP4A	3.43191607635537
RNF8	5.1692012698204
BMX	3.45216342802897
SLCO5A1	3.89749596223627
PTPRU	6.73763747709587
ATP8B3	3.14780643184862
HOXC8	3.82712393101596
ADPGK	6.62362779308055
IL12B	2.97501658263225
LARP4	5.2181957449557
ZMPSTE24	8.54728347449726
PFDN4	6.42526559754967
KLHL11	3.19789442329248
PSMB3	9.36104728686633
KIAA0157	7.79537929198513
DDX25	3.14182727984788
NCAN	3.60069332588598
RPS25	11.7529930738834
SOBP	4.08265047845792
TESK2	4.43962014489738
DNM1L	7.33413345437113
LOC55908	3.29346308887306
MTIF2	8.5269096668427
ZNF207	8.18997548107532
EXOC7	6.12446954514529
CLEC11A	4.25710710372301
TXN2	7.3265948895896
TOLLIP	4.76683782665752
TRAPPC3	7.38940263382197
TAF15	4.96443526613602
HAMP	4.92395633937737
GRIA4	3.3209203374221
IDE	4.49930383277517
DLK1	3.04430556121008
PLVAP	5.01203488382957
NOD2	4.29601283418315
SCMH1	5.81234116296207
ELMO3	4.0866435665872
GPR68	3.24956863381476
HTR2A	3.17498661901114
FUT7	3.58399747001834
PRELP	6.1249632706863
COL8A2	4.94457758196888
GYG1	9.18433147736467
C16orf68	6.27614215821284
R3HDM1	5.60191232694899
ZNF91	10.2877454878936
LPIN1	6.21392741507112
KRT12	3.60882951956950
BAALC	3.13890531412
MKRN1	8.32777999338772
KIAA1598	8.39288678591896
ANXA7	8.99892617074656
TNP1	3.51721847066807
WDR13	7.08858478389867
GAPDH	12.1972892955025
BSPRY	6.73935129007775
COX7C	11.4313964744168
FAM108B1	3.96609534985389
PGAM2	3.42802363254945
PEX12	5.24256444356757
APC	4.81731393856125
PMP22	6.71006166087126
TLR2	4.78774974977197
NPBWR2	3.1516808651645
WFDC1	4.24909724527161
MTL5	4.11381909301761
COMMD9	6.34369714435237
INADL	3.7553286275433
GPX1	9.98148436312888
