Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_D03_491148
Composite Element REF	Signal
UBQLN3	3.16171285286077
PRPF31	5.75259022803138
TLR7	3.82809027631339
SMAD1	7.41472703719135
CLCN1	3.21401074669456
RIOK2	6.05580785672399
CEACAM21	3.69815090468490
PDLIM4	4.71618614169481
STX18	6.7263512235026
CCPG1	4.96309971767337
SLC2A6	4.42025709228640
SORCS3	2.96179992930974
NOLA3	8.69587480470009
PDGFA	5.62058833441911
TRDMT1	4.2659264604595
CFL1	11.7433986875811
IL4	3.00601337834027
NAT2	3.47403390647333
CPSF6	7.3047895460516
PRG2	3.50793953681012
PIGQ	3.77821281629068
CLSTN3	4.80928936302026
KIAA0146	4.57087911764645
GBP1	8.41397481415076
CEP55	7.39353592109215
ZNF408	5.14589204249129
KRT20	2.97959405588675
EYA3	3.63510774879166
KRT38	3.35483678976543
WDR7	6.7621163787807
BLCAP	9.67850923369837
HLA-DPB1	8.32090532997753
SFI1	3.62364810833644
GNE	3.90825104758814
MGAT4C	3.25082043679941
CTSE	3.55988887481548
SLC35A2	4.88220130697254
TUSC3	5.21499997898482
GABRD	3.1069171940001
IARS	9.8281303813513
ARFIP1	5.10737353857526
SFRS9	8.78839703760202
CEP110	3.99289806702223
MYF6	2.88733423649913
MGST2	7.51690143445358
EVI2B	5.08056447907854
TRPV4	3.27931471952722
SLC25A11	7.08422739895645
EHD4	7.08271722613264
NOX5	4.13662867986882
NCKAP1L	3.76069122141805
EMP3	5.37192191135338
SYNCRIP	8.88301033422829
BPY2C	3.70036817158428
C1orf38	7.13278022360597
ZNF426	5.33865056878013
ELOVL2	3.34025393994722
ATP5J	9.96221619733343
CBX7	4.51742886829756
OSBPL1A	7.13085614417802
MED13	7.38385798528524
ZNF589	4.28978940712958
CHRNB3	3.24119516481131
GOLGA2	5.89979362864312
NIF3L1	8.28928946493898
TRA2A	7.37288564600368
F2R	6.02377296233002
PHF2	6.14363186457197
PID1	3.95819142297106
MTAP	3.68246572756527
RFC1	6.01054859360154
C5orf3	5.19940935354434
ADORA3	4.25398637605404
ACTL7A	3.3688057645713
RAI2	7.8789683218638
MAP2K7	3.60961229652412
HYAL4	3.30670227684252
GZMB	3.7574516618922
FCGR3B	4.35467661135043
BMP1	4.75579110898033
CPNE6	3.17682143005144
SP2	4.25707314082013
DPF1	3.87480879056602
SMPD3	2.98663386830585
TMEM38B	4.87380811535948
CCDC56	9.62340754395011
NFE2L1	7.40514795686194
MRPS31	6.42935195346092
STIP1	6.9495073086654
MMP26	3.04413560106189
RASL11B	4.03962677209203
NT5DC2	5.62622560060453
HLA-G	7.16293477080554
LRP2	7.80966088879927
MTDH	8.68446452642951
HSP90AB1	11.0224321595637
PMAIP1	5.40838170466159
LMBR1L	4.78308106430753
SLC25A20	4.80551815791585
RSBN1	6.44454316223745
S100A2	5.70773552913501
C2	5.54974237267517
RHOT2	5.24742400521605
RALGPS2	3.44863924667211
EIF4EBP1	6.43148395915725
C2orf27	3.94782141834633
GCKR	3.6547035431547
FER	4.36130811129783
TRPC6	3.28088812499116
RGL2	6.86210618622861
ARPC1B	9.2297571994763
SNRK	7.05933736358102
UTP6	7.16649549264968
DNM2	4.57346817720604
GCS1	5.84020953445288
EHMT1	3.20734996332901
GLDC	6.78299630988712
FBP1	4.54071751485941
VARS	4.52150878760887
PLA2G7	4.06284574320848
RAX	3.03915116157465
TERT	3.34409228302153
CCL1	2.96129998409933
FUCA1	8.6178204272878
ALS2CR8	3.03718396370719
CXorf21	4.61714076680221
KCMF1	10.1061077774425
MFAP2	9.71796346255821
OXCT2	3.68298440695949
WWC3	6.22796738666894
SOCS1	3.67347050989795
IL17RA	4.55981222374935
C14orf115	3.90303459501372
ST5	7.0462317661578
STRA6	4.42526188334788
MPP5	4.31285235719115
SPA17	6.1644524661539
C21orf7	4.07417037852163
FLJ10986	4.2907439237764
LHFP	6.33806632814251
CAMK4	3.40050932285252
GALNT14	4.18342866806617
CXorf27	2.99981020466095
CLPX	5.7581385125721
NPLOC4	7.14020443613545
PJA1	7.51743980188734
CPLX2	3.39228138786855
ARSD	3.47485916961451
WHDC1L1	3.43258701040877
RB1	5.47877455598405
PHLDA2	5.28988816496949
C2orf56	4.1397836493245
GUCY2F	3.14205967819601
MPV17	8.1325055345867
PSMD4	6.24406239815193
SLC35D1	3.92226689755138
C20orf103	6.7824215875549
COL16A1	6.37367247088896
ERLIN1	5.9881285149827
JMJD4	4.13225778330042
SLC29A1	5.1327720668329
GLRX	5.59351046246122
HIST1H2BK	10.4305214627202
TP53I11	4.51687739550791
ST3GAL4	3.80441889526537
ALG8	8.1003270811196
PF4V1	2.88231746987375
SHOC2	6.63839624997335
REG1A	3.23812873885830
FBXW7	3.9627526218942
CYB5R3	9.47856004911973
MINA	7.62970168371412
HHLA1	3.89546656141504
MYST4	6.02630121920383
NR0B2	4.18583984428522
TFAP2A	4.71654580004487
UCHL5IP	4.37260737959427
TIMELESS	6.93087590945288
DDX10	7.06950254216795
SLC25A36	9.04005773191368
TMED10	9.12860561974232
ZNF507	3.3153888256299
LOC90379	4.73944142896837
RAB11FIP1	4.7482756804556
ATAD4	6.02791797336562
PHF15	4.51070489999376
ZNF26	4.94268926268528
KRT7	5.04197691708153
RPA3	8.82394774274478
YIF1A	7.2581710616127
PPRC1	6.23561620965735
PCDH17	5.50079119683937
PHF8	4.11109984266258
RDH14	8.93277190618245
DNAJB2	5.91873560628881
HNRPK	10.2799495852995
PTPLB	7.98441254788284
RABEPK	6.27005688060458
SNF8	7.30439825577446
CBARA1	7.6788238322557
RAD51AP1	7.10120965250701
HAT1	8.82124750118428
HTR1D	3.32441941584250
H2AFV	9.41153271069684
OAZ3	3.47451845145704
CXorf48	3.16744969218971
RC3H2	5.66822561016265
SGCD	3.51596133347045
PHTF1	4.88084528818068
CA3	2.94351936174495
PKIA	3.65332421950957
STX10	6.99538667845767
PEO1	5.44527620818611
JMJD2D	3.48229233295807
KRT19	10.3287136820145
ZNF143	6.32175844122574
ENO1	8.5253166071335
TIPRL	8.11566045991147
MAN1B1	5.59332238686864
P4HA1	8.45836480678978
TPTE	3.13384804885788
AKAP8L	5.72772283620819
GPR17	3.16613104831396
LRRC20	5.07609140657832
UBE2Z	7.98771844370583
COL4A1	9.35487027570031
ISOC1	7.5372276445186
RNASE1	8.61280281994877
C20orf20	7.3838285924718
NDUFB11	8.8071200237725
STK19	6.30948190498045
OSBPL2	6.27011050583738
PTTG2	3.08602005564182
GRM7	3.31976072454911
SLC39A8	4.09798419817875
APPBP1	7.74197835609232
STS	3.85193657519091
FFAR2	3.10277171312461
TMEM123	8.78174160204734
GLI2	3.60428129015409
BTNL2	3.43805080662806
ALDH1A3	6.61901351445925
TGIF1	6.96054059443098
SCO2	4.57217434389267
TP53	7.13397014767061
CCDC69	4.08705310016278
ZFAND5	9.0299818946229
ICA1	5.52420607421146
RAPGEF2	4.566342918319
NAV3	4.49792661487757
EPS8L2	6.5319364579691
ATP6V1G2	3.08188306438926
MNT	7.74631010902193
C6orf145	6.66118605024163
PPP6C	7.71012642070794
OR51E2	3.04197641592931
OTUB1	6.38930953953869
ENTPD1	4.76724621264467
TMEM115	4.93811040334565
STK11	4.3089123855606
PRPSAP2	7.46863647125083
SH3BGRL3	8.89965010284131
MX1	9.47446794951076
PSMC5	8.8876665870774
TTTY9A	3.69296821110001
EXOSC4	6.64785242478916
SETD1A	4.07385652158313
YARS	8.78761894224069
SLN	3.55712020485009
RELB	4.6173323775997
NLRP1	3.99471881932242
LAMB2	6.54930548395028
FNTA	9.4223331424483
HNF1B	6.4213755638662
C14orf139	3.97637340483873
UMOD	3.14780876037615
ZNF512B	6.69321053579057
GPR25	3.51989247767805
C6orf49	10.2779976264379
ATP6V0A1	4.82904377683245
SNFT	3.77716459800821
ZNF768	3.38384005969447
GTF2I	8.20413453375181
KCNN2	3.45125350345881
DYNC2LI1	6.12059796438051
DGKE	3.08056464172039
DNAH3	3.84189963800802
RPS6KA1	5.00015202465325
C9orf53	3.2321338228249
PTPRM	7.6484230869462
MRPS15	8.53492346925406
TMEM59L	3.53811336966368
SSPN	8.18297652123019
IGSF9B	3.23219429371272
CNOT8	6.35519339520668
GORASP2	9.00032122782716
ADAM17	5.75041698335039
CHRNA3	3.40606561593528
MYOG	3.48880476094158
UBE2D4	6.1855774947874
CPNE1	7.22036400851877
AK5	3.51279458464614
RPL37A	7.87063469238419
CPS1	3.09469466461105
NDRG4	3.67285443893845
ALG5	7.72630163774244
NCOA2	4.39283124818611
LOC130074	7.5358390803088
PIAS4	3.31804583674244
S100PBP	6.8301947687534
TEGT	10.2795275532431
USP5	5.39679420482888
CFLAR	6.82996530170283
KIAA0692	5.139657045893
WDR48	5.61615506588902
PCDHGB6	2.97345599365027
NRXN3	3.6951780492814
ACACB	3.9990594643328
CDKN2C	5.37561883435488
KIAA0226	6.96149562010749
TRAK1	5.80255107399963
CUTC	5.18954679665328
AGPAT5	7.50405483291314
WDR68	6.1207376400347
PREPL	7.81155971009474
ABCB6	3.70624885236576
RABGAP1L	4.93357756542049
FCGR1A	4.18360236989079
EIF4H	9.23421780097676
DLC1	4.1510729178481
MAPK8IP3	3.72979072451319
SPRY4	5.52002453085416
RPL11	11.5938168022027
RAP2C	5.0761082106118
ETFB	6.36972978893944
RORC	3.55047308411784
GRAP	3.11228788810699
SEPW1	9.09274681940399
NMU	6.8928887886943
MXD1	2.77497150116701
IFIH1	7.50121167580553
AZI2	5.38717578504267
WDR37	5.92538103557158
SEMA4A	4.35187269521379
RPL8	12.4159611803155
NUAK2	7.70958817394505
AHSG	3.43567432990374
RBM39	9.26288741050648
MANSC1	8.5525586433255
IMP3	7.63600898836527
ARHGDIG	3.559639656445
ELTD1	5.86111966591437
PRAMEF10	3.41838164969141
RGS17	3.714613834554
KPTN	5.10085495673965
C2orf3	4.73170031109245
PCTP	6.01329813536117
MRPL42	7.75083556243084
SIRT1	6.62657664942072
MANBA	5.81034088834837
CD164	8.52492269888646
ZNF671	3.27961809015799
GFRA1	3.40644896949232
PRM2	2.95550722103284
IL1B	4.21116600240893
HAX1	8.31697751723792
REN	3.70176057507388
ZKSCAN3	4.73642175132577
CTSA	9.27044504805194
TPRKB	8.03906579615306
UBFD1	5.92849650814669
CDKL5	3.24414502370242
HIST1H2BD	8.2697131183413
COQ4	6.07725613150051
TXNDC4	6.50917951289546
C5orf22	7.29818649700107
VGF	3.66011572513428
INPP4A	3.86931096609541
RNF8	5.37423769486923
BMX	3.07096160539368
SLCO5A1	4.1060270824587
PTPRU	4.4121715733896
ATP8B3	3.39221481919458
HOXC8	3.6284735751011
ADPGK	6.88965230800098
IL12B	3.10477565272697
LARP4	6.06620746860248
ZMPSTE24	9.8250802844788
PFDN4	6.78160284523524
KLHL11	3.14254664251269
PSMB3	9.96551005496565
KIAA0157	6.24797154033041
DDX25	3.23860110053576
NCAN	3.44796653460159
RPS25	10.8851023909868
SOBP	4.67099135985645
TESK2	4.86459301151503
DNM1L	8.32422395535265
LOC55908	3.33667721183895
MTIF2	8.67953776371638
ZNF207	9.16469827925523
EXOC7	5.5480470740323
CLEC11A	4.85041997883557
TXN2	6.58234495941081
TOLLIP	5.32785289106467
TRAPPC3	8.07509423444381
TAF15	6.18712685805856
HAMP	3.50118749550991
GRIA4	3.41166717718062
IDE	6.00833457955995
DLK1	3.22947044463963
PLVAP	6.08800175444438
NOD2	3.82808795134947
SCMH1	6.53555612882627
ELMO3	4.12021936428748
GPR68	2.9843624779564
HTR2A	3.11513194077867
FUT7	3.46549229711433
PRELP	4.9062567347108
COL8A2	5.66090064983215
GYG1	9.45823549954236
C16orf68	5.74112316015119
R3HDM1	5.91950604195137
ZNF91	9.92685182046616
LPIN1	5.72284025187164
KRT12	3.73514414605877
BAALC	3.19448905786461
MKRN1	8.1750053564707
KIAA1598	8.51912822693994
ANXA7	8.42397542601941
TNP1	3.23546502065617
WDR13	6.17952797356882
GAPDH	12.5802675397765
BSPRY	5.30745445785829
COX7C	10.7232497189208
FAM108B1	4.07207207267281
PGAM2	5.08045273979837
PEX12	4.70522991406844
APC	4.3907155555001
PMP22	7.8587446331772
TLR2	4.84248587286538
NPBWR2	3.06119581345617
WFDC1	4.22572669948084
MTL5	3.96079041104316
COMMD9	6.98360243608411
INADL	3.69700497569568
GPX1	9.14343817926704
PSG11	3.17066028828842
SLC39A1	6.2817810681999
SNAPC3	5.7130632078719
C4orf16	4.71501024137054
GNA12	5.37055624926608
LIMK1	3.79514174178411
MECR	5.30740414861705
CDC42EP1	4.36650938593626
KIAA0101	7.30446454586438
B4GALT5	9.05748114403058
PIGC	7.18220837992295
LRAT	2.97921025330877
MMP19	4.66748429307245
IL18R1	3.20570317835384
VNN2	3.50224412432908
AKAP11	5.8221364705347
BCL10	7.37659361544515
GLB1	8.24272332081742
DTX3	3.32911951661774
ACCN3	3.1831069540059
MOCS2	6.23776313555836
HCRT	3.12678386203465
CYBRD1	4.2543819187708
REG3A	3.08357119389326
SULT2B1	3.69839426823283
SEPT6	4.61909816935062
MMP10	3.49616696683109
CDA	3.56445363775376
ME1	4.09854537868013
TCN2	4.96197731037067
MGRN1	6.55951573128607
ZFY	2.94674451875487
CHRNG	3.18925585802637
IVL	3.58886374978875
PLEKHA6	3.81014737811544
CALM1	7.32542583095272
PGDS	3.81380340050344
C8orf33	6.81958066749455
CYFIP2	4.69689899014164
TEX11	3.58061707004703
CKM	3.4194763720546
MAP3K11	6.22301122959775
CEBPE	3.37349312957031
ACOT8	6.01427933254085
ESR2	3.26261677151451
OLIG2	3.07873213132675
AGTR2	3.05719520711351
DNAI2	3.16212145223211
EPM2AIP1	7.13893499105919
C14orf106	4.54157510668895
PZP	3.58034426196621
RPS9	11.0747219542759
SIVA1	5.58993099864631
HEATR2	9.77885527472919
CD3E	3.62512254437565
APRT	6.45460353182244
AMIGO2	7.44428672301175
GPS2	6.46866965437488
NOL14	4.26433320728327
TRIM36	2.82810567910474
RALBP1	8.0405021080486
EVPL	4.0714446859564
ITIH4	3.62394599536194
ADARB2	3.28540419445647
PIM2	4.66130480542338
REGL	3.52845208376676
GJA5	3.7499152439661
SLC17A5	5.75120283069707
PIPOX	4.97546911512173
HGF	3.44750830075232
EPHB4	5.26017557395793
SOX18	3.36607804075895
SERPINA10	3.34199027372347
INSIG1	5.47424438289662
WDR23	5.26727590691143
SYNGR1	4.34169417630524
TEX15	3.83911822982382
REEP2	4.46004187161478
CDK3	4.77822184156454
HSPA12A	6.06926176221514
REPIN1	8.40741326182895
ARL8B	8.87337764720717
PDE4A	3.60929925925413
CAPZB	8.58190094438673
SATB1	5.14575151660297
PPM1D	6.63064629553
VPS45	7.69644939327898
TP53BP2	6.9784810961296
GINS2	5.9214073139358
CYP1B1	6.50608114453539
CACNA1G	3.4091645649304
VGLL4	8.20020357279567
XYLT1	4.18821001560692
BRWD1	3.90998369897627
ROS1	3.02323946465438
BMP8B	3.3856819355944
SLC5A4	3.50508440121685
SLC6A3	3.38927933841017
C16orf53	6.22409281867275
APC2	3.6251788545542
GOLPH3L	8.13453881329798
ZBTB17	4.3484770672555
C6orf54	3.42927608964468
SLC19A2	4.84983352450657
C6orf134	4.16535495639927
C9	2.93333577979931
ZBED5	8.70250805921099
PVR	3.6260701581832
ARTN	3.64475737251595
LTA4H	9.90895822507363
MAGEA4	3.17732235471621
IFIT3	5.42360554946245
PDE3B	3.71332399916937
GNRH2	3.53060946279877
STEAP1	6.75232153355881
FLJ10292	6.09752712383676
RPL39L	7.52213118864785
PGK1	8.70370411587271
CCL13	3.39575860298243
RLF	8.2166481803049
MLXIP	5.05766920343057
PLOD1	7.37411137146265
MTFR1	6.62537954622495
NPDC1	4.68411701036993
C11orf16	3.91959078203661
RRN3	5.47759190307533
GPAA1	7.52444403212162
C3orf14	5.94316600187707
TEX264	4.947512540803
C22orf28	8.27299192580743
RYR3	2.81684548139697
VAMP2	4.59368814287548
XPNPEP2	3.35902228569952
PDE6A	3.03890074201383
SUPV3L1	6.27468441177101
FIBP	8.66538287192077
SPIB	3.57300454247690
TBCB	8.97893437575334
DHCR24	9.53752140631387
ADRA2C	4.93440581295025
MEF2D	3.8431347606902
MYO1B	6.22773212155151
VAMP8	9.3317086099579
ANKRA2	6.18290713406591
TLX3	3.40010262273242
PANX1	5.49214364895658
RCBTB1	5.34561599507121
FGL2	5.22112804065111
CEP70	6.76113564982865
WASL	5.53411726006429
DCHS2	3.6728801138149
RNF25	4.45584830711657
CYBA	8.71182816265712
ARHGAP11A	3.5173202487954
PLAU	5.77205254965386
MPZL2	5.32468502384422
MATK	3.09861235873473
EHF	6.00825951213833
CTNND2	3.40951835144539
PTEN	5.61671619488116
ANXA1	8.25480978454278
AFF1	4.61750423386251
ZNF189	6.16526861298306
SUSD5	3.84510619442606
SLC28A3	3.67975894955443
GUCY1A3	6.15787069882858
RASSF7	6.70046384842815
SETD2	5.59639463470494
ROGDI	5.45636933112933
C20orf195	3.05808307911584
TICAM1	4.87871963973538
PACSIN2	6.69623818188283
SERPINB5	3.22609374799035
PRKCDBP	4.83232971262382
TFDP3	3.06461482839393
PLCB2	3.98535234043059
RFX5	6.94523377480207
TXNDC15	6.56380851237772
PTPN18	6.00795869027663
HLTF	9.40086276302754
PKP1	3.47959254889244
NDUFA6	7.97072389988007
KCNF1	3.64672821865628
HMG20B	5.52504998986038
SYNE2	6.46998865557614
SLC22A4	3.4552404169224
VCPIP1	3.62053721418554
NETO2	4.66738672868536
SQRDL	8.45102517776088
BAI3	2.86637386407814
GALK1	3.73727726185517
SERPINA6	3.36221554136315
ASCL3	3.59530415502897
NOSIP	6.96223217468792
HD	4.57459352733761
TRIM23	4.25355696760391
FBXL6	3.90362583815725
FABP7	2.91453760088697
ARL1	7.27438256132786
MAGEC3	2.86648753517631
CDK5RAP2	4.37461182325678
KCTD15	4.40245510079628
CD1D	3.22930951427269
EIF3B	9.20280059812431
KIAA0141	5.9065535619721
BIK	5.32243982448935
PAX4	3.31325395744208
NANOG	3.38283890463333
CEP135	5.70568690668529
ALOX5	3.68780430774041
TRIM22	8.4031710863103
LYRM2	7.08446942497652
GPR162	3.18520362102792
RNASE6	5.75209833209265
GJA1	9.52869375340027
TAS2R10	3.00939092302536
FASN	4.82632367708695
MRPS14	8.21792753257156
HMHB1	3.07721749636971
GPR116	5.86937837213932
TAF7	8.72767153200967
GK2	3.15379893599136
ZNF219	4.73799182792322
AMBP	3.31542406904765
CD33	3.79155272326817
RAB3GAP1	6.36977384505926
NXPH3	3.66775442861831
KIAA0953	3.55886734283257
CROCC	4.0211248539073
CCBP2	3.32933512115598
GPX7	7.57858529799185
TGM2	4.8376632510211
STAM	6.34854473942953
BASP1	7.88741056769833
ZNF202	4.70607618016007
ACTL6A	8.31791532364938
POU3F4	3.31930056043419
ARHGEF7	5.71880668320907
SLC23A2	3.95633184095894
TBK1	6.4489043630753
CRYM	3.62693997463828
PKD2	6.11021071544314
STX2	4.50827148628547
ACTL7B	3.12135976796604
RPL29	11.1889371005187
NR1H3	5.28582592188952
MPPE1	6.4851286275753
CLCN6	4.55275914307968
C16orf59	4.5680335711184
AADAC	4.71823298718017
SQSTM1	8.17388662365798
TCP10	3.52833177037082
BIN3	4.98431831762079
DEFA4	3.27267505755185
HPS6	5.70691889466152
ZNF197	3.57397776075962
MAN2A2	4.80468702051013
PTOV1	4.87253943340162
GABPB2	5.41872533531794
KCND1	3.55853504025024
RNF208	3.80968433901250
PTPN11	5.50130292543142
ZNF274	7.05270220010345
C7orf26	5.89753086003071
ATF3	7.66030856849713
UCHL1	8.01671818986913
APOL6	4.88275852380304
PLK1	5.54613083879911
NPHP1	3.39829760750483
DAB1	3.5614288497817
MLL	5.01250314896935
ANKRD15	8.32107453331443
C1orf218	5.3123807044884
DDX47	10.1869511628165
ATP8B2	4.69344622611529
ANXA13	3.24977490828084
RFTN1	7.17372516556788
TAPBPL	5.50561096325706
BTG1	8.56946347804877
DPP4	3.34896231862102
KLHL23	6.43389573362292
APOC3	3.56439804688944
NPPB	2.98337489344577
ZNF148	8.2536044295061
CNOT4	4.35661544391573
HIST1H3I	3.23633322864685
IKZF1	3.81285210631049
ZNF141	3.2410585292274
PSMC2	9.48676948497681
APEH	6.59191845461419
GGA3	4.7121232967854
OR2J2	2.95424140242367
KCNA2	3.39346142354025
ZNF749	3.37637780511414
LPGAT1	6.6859036807143
TMEM159	5.18922765090283
PCYT1A	3.85376537090978
BRMS1	5.74420017360648
CHST1	4.84287359134639
LGALS1	10.1868825709047
THOC2	6.88865286882145
TAF1B	6.15566874872771
GPR173	3.23483686887948
CASP10	3.81158548117908
COL15A1	6.47974486889092
ALK	3.70931955376404
GAN	3.10246257603902
EXOC6B	3.14954246985874
PCMT1	8.39545307279492
HIST1H2AE	3.78513543490488
VAMP1	4.42725874389826
HDAC5	4.97880104220081
SRI	8.17635396660775
HLA-E	9.98643649045406
SLC25A32	6.94589904344783
FLT3LG	2.92865092623057
WDR1	7.32233309157555
ATP1B1	8.5564505075459
SGPL1	6.38321463348057
AFG3L2	6.02750378840307
C5orf15	8.82375517467047
SWAP70	5.80557149027196
UBXD1	5.41384650090245
TRIM31	3.08695935006728
LILRB4	3.46134155012948
GSTA4	7.52298553453366
ARNT	3.93617926066919
CDKN1B	9.4642388646197
SEMA3A	3.40356444089843
FOXC1	5.19765810123232
HIST1H3B	3.52928208009758
BTRC	3.66684626924775
LSM14A	8.18707927289598
IQCH	3.00844794277276
STEAP3	5.64160440499191
YEATS2	7.50240609095797
CABP5	3.69741038610441
TRIM3	3.52877314859886
FGG	3.04996766815367
ABCA1	6.2634554725657
HNRPM	8.94264881893537
PLSCR2	3.35537610117271
JTB	9.40092515648398
PQBP1	5.52198184167594
CLEC2B	5.63367219765082
EDC3	4.1096927876438
REST	5.87918236553146
THBS3	6.34125656821707
EVI1	9.41365710828407
MGAT5	3.48023884237292
TSPAN8	3.47912488152266
DYNLT1	10.3372842044417
MUC1	7.68745214892339
IGSF1	3.26327579195304
TEAD3	5.09379923383833
ATP13A3	6.32887361967168
C3AR1	5.68153686737366
STOML1	4.4714590290836
EFNA4	6.63116795035417
HAO1	3.37961223625621
USP24	5.90028908391174
TWF1	6.91221022030956
MRPS17	8.74532195793688
MYH9	8.05183838522168
C9orf9	3.82921715207600
LBP	3.6067604394473
FSCN3	3.9842001733846
BDKRB2	4.05703221424112
HSD17B4	8.97528271307319
SEC31B	3.60079437218801
IDH2	8.83419181204837
SFRS16	5.17520642608455
AICDA	3.21612563928189
RAP1GAP	6.85369675556576
C1orf56	4.06716631347775
DCLK1	3.46453104324718
MEF2A	5.27196918478578
ASF1B	6.89944036541167
HTN3	2.91046999487057
ADAMTS9	3.43725552616419
COPZ1	7.21799229845244
SLC4A3	3.69799750944107
TAF2	8.19350219978917
KATNA1	6.89867537210091
STIM1	4.36908676255340
TBX2	3.70898881089097
FOXD3	2.91684483622402
RPS4X	12.2459892891244
PODXL2	3.7534034588401
C1orf176	3.76442233848453
RPS3	11.4533550438647
COL21A1	3.59365383938141
RAI14	7.73160005486823
LRFN3	4.4298597806802
SRPK3	3.47050484695137
FKBP14	5.94316823803799
TNNI3	4.07213522168808
CXorf9	3.48811153199314
REC8	7.15472279010096
HOXB3	3.55997298796549
SGCB	5.09312028225314
FRAT1	5.01124056601911
CLP1	7.4414831422028
MORN1	4.08027641159895
DUOX2	3.24539791243258
TSC22D3	8.81483257747293
ARHGEF2	6.01221105530131
CASP8	6.34557241315829
PRKD3	6.35182741520573
CFH	5.34112148556206
NRIP1	8.04947202315875
TRO	4.33079942093318
BNIP2	6.60694428717845
DHX30	5.4832703719626
TBC1D22B	3.18587975956614
GJA8	3.89652910544700
GPR52	3.63521361079642
FGF20	2.94583619091651
CASC3	8.32883199376912
METRN	3.57508482010088
KRT3	3.20475604814574
ARF1	8.77114839191793
MOG	3.28905399730813
ATP7A	4.79181172673216
CCNG2	6.61711565033489
PLCH2	3.45191575803842
ITSN2	5.20805689738396
GIP	3.34485623604274
LOC390688	2.86479182158772
LOC89944	4.89864465322975
PSPN	3.43708836374063
HOXB13	3.15268436222476
MTMR8	3.53634647440567
UBXD8	6.79876535421349
GYPE	2.95594286278483
SPAM1	3.41584335685441
PPP2R1B	4.63730069443472
CNN3	7.9276122389813
JAG1	5.88669116481049
HIST1H2AL	2.9353329651674
CHGA	3.31274228176094
CACNA1B	3.71081011141436
PAPPA	3.48139247342390
RAPGEFL1	4.0534446873491
RHOA	10.9009484132395
CYP4F8	3.12655040754264
TRH	3.9423730196005
DCTN3	8.68069324653906
NT5C	4.20007123327967
ZWILCH	6.02175807184585
SLC1A5	5.17946905096533
CALCA	3.20104268803522
VPS41	6.43573371008787
SYCP1	3.04302761745277
KIAA0174	8.54430498856377
CXCL11	5.18618770511655
ZNF639	4.17301813531928
CACNG4	4.94213708968666
TNNC1	3.0119929269482
GFI1B	3.09499194458553
C11orf58	9.33196700431985
PSCD1	4.25051586440244
NUDT18	3.87910251197471
CASD1	4.82316088862958
LPPR2	4.5759548809711
TTC35	7.05225294158659
SMC4	8.94618675523425
ZNF771	3.24001871456025
TTBK2	3.76339484925023
GJB3	3.92222360835405
RGS19	6.68525257571779
SFRS3	9.32869177136557
HLA-DQB1	7.31983030832216
SCRG1	3.94671043443492
NRAS	6.38941563240473
FBXW2	5.89605851079027
SIX3	3.22331105667658
DUSP26	3.70612899601396
HDAC9	7.79919129054909
ZDHHC24	4.89383920575655
OGG1	4.69815970294998
DNAJC3	4.76873072851035
LITAF	8.90940558613479
ZNF410	6.80205284268132
APLP1	4.46602416896854
AFP	3.15068612011621
OR7A5	3.61068458518996
ZW10	6.26251483869055
DLX4	3.34111008102024
TUBA1B	12.6154685583863
MGC70863	5.09576803001119
C12orf29	6.51608941754355
CRY1	7.04786694587709
OR1D2	3.43230944673629
C1orf25	4.73553433275185
PHOX2B	3.1520890650106
CUZD1	3.70929725414756
SCAND1	7.32355166031581
MYT1	3.59515946201594
VILL	3.73884475930412
PPP3CC	3.48794329253535
GOLGA1	4.51519908827860
ZBTB43	4.83606345729173
VAPA	8.73218761452608
MEA1	8.95226072921182
STAP1	3.00663477350133
PIK3R3	6.53097004166935
TGM5	4.17956077480019
SLC34A1	3.34600763181897
USPL1	5.67462935193557
DLX6	3.02116468179662
FBXO40	3.54909239688520
NKG7	4.05931541142112
BRF1	3.63147405847040
CCL27	3.01858631293331
EMP1	7.40642639157108
ACTR6	7.09750445920992
PFN2	10.4262749936329
MYBPH	3.36784169872511
CHCHD7	6.0793474047927
TCEA2	6.26162638493519
PPP1CC	10.7063143106017
COG2	6.98225022239367
FLJ20294	4.48415553654015
TARS	8.4653952663267
ARHGAP28	3.43342383854420
TRAPPC2L	6.80732416140412
CCDC109B	5.95394783508626
LGTN	8.01012870805845
KCNB2	3.18399800486601
USP13	5.70291319421562
RPS2	11.6046218844219
C17orf75	5.61541613381199
FBXW4	6.35651147840243
SLC2A8	5.04592110061578
WT1	8.45951954599676
SNRPE	8.38769722863637
LEPROT	8.52646246446298
STK38L	7.3237568307653
CUEDC2	7.15899883472228
IL13RA2	2.89244896842651
DDX42	6.99031226800466
TXNRD2	3.58032321265613
C4orf19	5.65827621488821
TNFRSF4	3.67270178265442
AOC3	5.10436536063396
MTHFD2	8.07319280220792
KSR1	3.37475733564504
SS18L2	7.91187625542163
OAS3	7.52160942491179
SLC22A11	2.94249159650897
LARGE	4.45716867944392
LIMA1	7.50662634838914
STARD3	3.87479097099539
VPS39	5.349921131821
ZNF236	4.65007727983502
C8orf32	7.31076919234944
GABRB1	2.84625123972931
ZXDA	2.98212520480578
ODAM	3.09280197414739
MORF4L2	10.6871172086366
FBLN1	5.10181285193639
